###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59742.29828,0,0,0,0,o,0,-2,337.47007,-13.58908,7454.01,3789.18,2.14,1.82,-21.7,-0.421,18.89,19.51,04a59742o0684o
59742.30282,0,0,0,0,o,0,-2,337.47096,-13.58907,7512.72,3867.88,2.27,1.84,-19.4,-0.427,18.84,19.5,04a59742o0691o
59742.31295,0,0,0,0,o,0,-2,337.47293,-13.58906,7529.75,3751.56,2.2,1.88,-22.1,-0.425,18.94,19.62,04a59742o0706o
59742.52624,0,0,0,0,o,0,-2,337.51584,-13.5898,3143.7,3578.8,4.57,3.65,2.1,-0.33,18.23,19.42,01a59742o0620o
59742.53039,0,0,0,0,o,0,-2,337.51664,-13.5898,3120.88,3537.01,3.89,3.18,1.3,-0.408,18.39,19.46,01a59742o0629o
59742.53637,10.915,2.239,156320,349955,o,0,0,337.5178,-13.58979,3220.1,3655.41,5.14,3.53,-0.4,-0.333,18.23,19.48,01a59742o0642o
59742.5488,8.823,1.117,1073592,1199644,o,0,0,337.52019,-13.58979,3235.92,3539.15,3.65,3.5,74.2,-0.388,18.54,19.64,01a59742o0669o
59744.54207,0,0,0,0,o,0,-2,337.90665,-13.59201,2398.15,4832.53,2.93,2.28,11.4,-0.405,18.24,18.64,02a59744o0649o
59744.54592,0,0,0,0,o,0,-2,337.90735,-13.59203,2416.3,4872.18,2.68,2.09,19.6,-0.413,18.34,18.67,02a59744o0656o
59744.55141,0,0,0,0,o,0,-2,337.90834,-13.59206,2361.04,4795.99,2.95,2.34,19.4,-0.399,18.31,18.7,02a59744o0668o
59744.56194,0,0,0,0,o,0,-2,337.91025,-13.59211,2344.56,4910.73,2.69,2.14,19.2,-0.414,18.42,18.75,02a59744o0691o
59745.38033,0,0,0,0,o,0,-2,338.06177,-13.59505,6126.43,9637.05,2.78,2.24,-80.9,-0.351,18.58,19.03,04a59745o0765o
59746.54923,0,0,0,0,o,0,-2,338.27269,-13.60542,7501.94,7537.67,3.27,2.98,30.3,-0.413,18.37,18.97,01a59746o0672o
59746.55751,0,0,0,0,o,0,-2,338.27408,-13.60551,7480.35,7496.57,3.11,3.05,23.5,-0.431,18.43,19.02,01a59746o0690o
59746.57259,7.907,0.61,2496029,1522441,o,0,0,338.27662,-13.60567,7581.54,7612.26,3.57,3.41,-5.1,-0.392,18.29,19.08,01a59746o0722o
59746.57628,7.147,0.574,5027925,2887852,o,0,0,338.27724,-13.60571,7598.52,7494.66,3.11,3.04,-7.5,-0.44,18.39,19.1,01a59746o0730o
59750.58263,0,0,0,0,o,0,-2,338.93538,-13.66774,6259.8,7430.61,3.54,3.05,-1.1,-0.404,18.49,19.46,01a59750o0733o
59750.59214,0,0,0,0,o,0,-2,338.93674,-13.66795,6238.64,7388.39,3.03,2.85,-3.6,-0.45,18.67,19.5,01a59750o0753o
59750.60229,0,0,0,0,o,0,-2,338.93819,-13.66817,6296.23,7463.85,3.19,2.87,-2.4,-0.439,18.63,19.5,01a59750o0775o
59750.60459,0,0,0,0,o,0,-2,338.93852,-13.66822,6313.3,7346.07,3.18,2.92,4.7,-0.442,18.65,19.48,01a59750o0780o
59754.57065,0,0,0,0,o,0,-2,339.49069,-13.7778,5394.34,1420.6,2.82,2.72,-39.5,-0.478,19.3,20.62,01a59754o0711o
59754.58274,0,0,0,0,o,0,-2,339.49211,-13.77821,5372.58,1376.6,2.85,2.8,-28.1,-0.47,19.29,20.64,01a59754o0736o
59754.59533,0,0,0,0,o,0,-2,339.49358,-13.77864,5428.38,1451.32,2.79,2.7,-64.7,-0.48,19.31,20.64,01a59754o0762o
59754.60548,0,0,0,0,o,0,-2,339.49476,-13.77899,5443.18,1332.42,2.73,2.69,-31.2,-0.492,19.29,20.52,01a59754o0784o
59758.57182,0,0,0,0,o,0,-2,339.942,-13.93872,4540.78,1120.14,3.11,3.03,-17.3,-0.433,19.31,20.96,01a59758o0613o
59758.57318,0,0,0,0,o,0,-2,339.94213,-13.93878,4520.72,1081.16,3.05,2.95,-32.4,-0.448,19.32,20.96,01a59758o0616o
59758.57872,0,0,0,0,o,0,-2,339.94263,-13.93904,4577.2,1154.29,3.01,2.97,-29.6,-0.45,19.33,20.99,01a59758o0628o
59758.58825,0,0,0,0,o,0,-2,339.94348,-13.93949,4592.84,1035.2,3.12,2.99,-11.4,-0.445,19.32,20.92,01a59758o0648o
59758.61556,0,0,0,0,o,0,-2,339.94592,-13.94077,4550.35,1086.57,2.9,2.84,-52.3,-0.474,18.74,19.6,01a59758o0706o
59764.59707,0,0,0,0,c,0,-2,340.41143,-14.27908,5418.43,6156.68,2.86,2.43,35.1,-0.391,18.95,20.61,02a59764o0324c
59764.60148,0,0,0,0,c,0,-2,340.41163,-14.27937,5398.92,6121.59,2.83,2.43,32.5,-0.391,19.49,21.19,02a59764o0333c
59764.60659,0,0,0,0,c,0,-2,340.41187,-14.27971,5455.76,6199.95,2.75,2.41,34,-0.398,19.49,21.18,02a59764o0344c
59764.61668,0,0,0,0,c,0,-2,340.41234,-14.28037,5473.95,6085.69,2.73,2.4,34.6,-0.388,18.01,19.16,02a59764o0366c
59766.55229,0,0,0,0,o,0,-2,340.50821,-14.41492,8933.22,3693.29,2.8,2.71,-44,-0.478,19.28,20.67,01a59766o0673o
59766.5564,0,0,0,0,o,0,-2,340.50834,-14.41522,8914.31,3654.23,2.81,2.71,-16.5,-0.474,19.33,20.73,01a59766o0682o
59766.56188,0,0,0,0,o,0,-2,340.50851,-14.41562,8973.53,3727.28,2.82,2.67,-57.5,-0.492,19.39,20.79,01a59766o0694o
59766.57965,0,0,0,0,o,0,-2,340.50908,-14.41692,8991.09,3603.44,2.75,2.55,-60,-0.501,19.28,20.67,01a59766o0732o
59767.06438,0,0,0,0,o,0,-2,340.52877,-14.45113,1248.62,5882.73,2.63,2.38,-9.7,-0.408,19.4,20.86,03a59767o0703o
59767.08991,0,0,0,0,o,0,-2,340.52952,-14.45303,9118.05,4575.71,2.27,2.16,-8.9,-0.435,19.51,20.81,03a59767o0755o
59767.11859,0,0,0,0,o,0,-2,340.53035,-14.45517,9053.28,4506.81,2.47,2.31,0.7,-0.422,19.39,20.65,03a59767o0811o
59767.12846,0,0,0,0,o,0,-2,340.53063,-14.4559,9025.31,4624.75,2.39,2.31,5.8,-0.431,19.4,20.63,03a59767o0829o
59768.51907,0,0,0,0,c,0,-2,340.57719,-14.56407,5378.84,4858.13,2.63,2.33,30.7,-0.407,19.29,20.94,02a59768o0577c
59768.52133,0,0,0,0,c,0,-2,340.57723,-14.56425,5398.08,4896.15,2.61,2.3,32.3,-0.406,18.74,20.39,02a59768o0582c
59768.52677,0,0,0,0,c,0,-2,340.57733,-14.56469,5339.33,4820.13,2.63,2.3,31.4,-0.404,19.43,21.08,02a59768o0594c
59768.5377,0,0,0,0,c,0,-2,340.57752,-14.56556,5317.22,4937.25,2.69,2.32,32.5,-0.403,19.53,21.23,02a59768o0618c
59769.05856,0,0,0,0,o,0,-2,340.59069,-14.6057,1613.45,1717.93,3.23,2.49,-0.3,-0.385,19.2,20.7,03a59769o0659o
59769.06393,0,0,0,0,o,0,-2,340.59077,-14.60614,1596.47,1677.17,2.8,2.37,-4.5,-0.398,19.32,20.71,03a59769o0670o
59769.06801,0,0,0,0,o,0,-2,340.59083,-14.60647,1652.48,1758.28,3.21,2.36,-2.3,-0.42,19.22,20.69,03a59769o0678o
59769.07754,0,0,0,0,o,0,-2,340.59097,-14.60724,1671.02,1643.18,4.03,2.57,-0.4,-0.405,19.04,20.64,03a59769o0697o
59769.34382,0,0,0,0,o,0,-2,340.59686,-14.62891,7484.18,6874.65,2.46,2.24,-19.2,-0.405,19.34,20.83,04a59769o0760o
59769.34954,0,0,0,0,o,0,-2,340.59692,-14.62938,3099.65,3618.93,2.19,2.1,74.3,-0.392,19.35,20.78,04a59769o0771o
59769.37079,0,0,0,0,o,0,-2,340.59718,-14.63111,7457.85,6812.18,2.52,2.35,-35.3,-0.399,19.29,20.71,04a59769o0808o
59769.37348,0,0,0,0,o,0,-2,340.59721,-14.63133,7440.59,6927.27,2.81,2.58,-28.7,-0.383,19.16,20.71,04a59769o0813o
59772.52102,0,0,0,0,o,0,-2,340.62825,-14.90545,1237.78,9622.04,2.08,1.62,-54.8,-0.5,18.9,19.23,02a59772o0596o
59772.52283,0,0,0,0,o,0,-2,340.62823,-14.90561,1256.06,9661.62,2.09,1.6,-56.6,-0.491,18.92,19.24,02a59772o0600o
59772.526,0,0,0,0,o,0,-2,340.62819,-14.90591,1198.1,9583.96,2.09,1.62,-55.7,-0.518,18.85,19.25,02a59772o0607o
59772.53188,0,0,0,0,o,0,-2,340.62812,-14.90645,1175.5,9702.09,1.96,1.53,-57.1,-0.558,18.95,19.28,02a59772o0620o
59773.02727,0,0,0,0,o,0,-2,340.62615,-14.95068,1579.88,1042.53,2.47,2.2,-15.5,-0.444,18.56,18.93,03a59773o0616o
59773.03044,0,0,0,0,o,0,-2,340.6261,-14.95097,1558.9,1002.95,2.92,2.25,-7,-0.421,18.47,18.93,03a59773o0623o
59773.03588,0,0,0,0,o,0,-2,340.62602,-14.95148,1615.48,1083.21,2.55,2.18,-10.4,-0.428,18.56,18.93,03a59773o0635o
59773.04716,0,0,0,0,o,0,-2,340.62584,-14.95254,1634.53,966,2.37,2.08,-25.7,-0.435,18.62,18.94,03a59773o0660o
59780.57972,0,0,0,0,o,0,-2,340.36404,-15.73913,9374.28,3124.86,2.49,2.32,-55.5,-0.417,19.17,20.15,02a59780o0526o
59780.58979,0,0,0,0,o,0,-2,340.3633,-15.74028,9356.19,3085.97,2.39,2.21,-58.1,-0.423,19.2,20.13,02a59780o0548o
59780.59521,0,0,0,0,o,0,-2,340.36289,-15.7409,9417.42,3166.25,2.32,2.14,-61,-0.426,19.2,20.13,02a59780o0560o
59780.60697,0,0,0,0,o,0,-2,340.36203,-15.74224,9438.98,3045.53,2.28,2.15,-58.8,-0.428,19.19,20.09,02a59780o0585o
59780.6218,0,0,0,0,o,0,-2,340.36093,-15.74393,9403.35,3105.3,2.28,2.08,-56.8,-0.431,18.7,19.13,02a59780o0617o
59781.28256,0,0,0,0,o,0,-2,340.31828,-15.81896,4801.53,7547.42,2.31,1.89,-76.5,-0.399,18.18,19.5,04a59781o0633o
59781.28654,0,0,0,0,o,0,-2,340.31797,-15.81943,4783.87,7508.37,2.37,1.94,-74.9,-0.389,18.67,19.89,04a59781o0639o
59781.29492,0,0,0,0,o,0,-2,340.31731,-15.82041,4852.59,7581.68,2.34,1.94,-74,-0.391,19.33,20.59,04a59781o0653o
59781.3047,0,0,0,0,o,0,-2,340.31654,-15.82155,5717.31,3077.75,2.1,1.9,-14.1,-0.416,16.04,16.93,04a59781o0670o
59782.31964,0,0,0,0,o,0,-2,340.24266,-15.94129,5647.59,3211.66,2.11,1.94,-20.5,-0.416,19.4,20.73,04a59782o0719o
59782.32657,0,0,0,0,o,0,-2,340.24206,-15.94212,5668.63,3243.92,2.03,1.85,-16.4,-0.417,19.4,20.67,04a59782o0730o
59782.3347,0,0,0,0,o,0,-2,340.24136,-15.94309,5611.57,3160.88,2.15,2.02,-12.3,-0.424,19.41,20.71,04a59782o0744o
59782.33769,0,0,0,0,o,0,-2,340.2411,-15.94344,5591.9,3274.66,2.1,1.9,-20.1,-0.419,19.39,20.66,04a59782o0750o
59784.51276,0,0,0,0,c,0,-2,340.05748,-16.2102,536.6,8274.07,2.52,2.15,-53.4,-0.444,19.58,21.14,02a59784o0591c
59784.51458,0,0,0,0,c,0,-2,340.05729,-16.21042,555.11,8314.08,2.43,2.1,-52,-0.446,19.57,21.13,02a59784o0595c
59784.52111,0,0,0,0,c,0,-2,340.05661,-16.21124,495.35,8238.19,2.44,2.12,-50.2,-0.442,19.54,21.13,02a59784o0609c
59784.52653,0,0,0,0,c,0,-2,340.05605,-16.21192,474.94,8356.59,2.5,2.16,-52.9,-0.446,19.56,21.11,02a59784o0621c
59785.01608,0,0,0,0,c,0,-2,340.00986,-16.27156,8010.36,246.51,2.81,2.46,16.4,-0.411,19.83,21.88,03a59785o0640c
59785.02104,0,0,0,0,c,0,-2,340.00933,-16.27219,8065,324.08,2.51,2.27,15.3,-0.431,19.94,21.9,03a59785o0651c
59785.03828,0,0,0,0,c,0,-2,340.0075,-16.27436,8089.32,206.08,2.65,2.34,18,-0.428,19.9,21.89,03a59785o0686c
59785.35083,0,0,0,0,o,0,-2,339.97634,-16.31379,9055.84,3711.82,3.05,2.43,-20.8,-0.387,18.96,20.82,04a59785o0765o
59785.37737,0,0,0,0,o,0,-2,339.97346,-16.31711,9070.8,3741.26,2.93,2.22,-23.5,-0.399,19.44,21.18,04a59785o0808o
59785.38086,0,0,0,0,o,0,-2,339.97309,-16.31755,9010.01,3661.96,2.98,2.23,-22.1,-0.388,19.42,21.14,04a59785o0814o
59785.38611,0,0,0,0,o,0,-2,339.97252,-16.3182,8988.97,3777.49,3.04,2.31,-21.6,-0.383,19.35,21.08,04a59785o0824o
59786.26665,0,0,0,0,o,0,-2,339.88352,-16.43043,1724.3,6551.61,2.58,2.24,85.4,-0.376,19.33,20.82,04a59786o0599o
59786.26878,0,0,0,0,o,0,-2,339.88328,-16.43071,1707.16,6512.29,2.76,2.41,89.9,-0.371,19.3,20.86,04a59786o0603o
59786.2735,0,0,0,0,o,0,-2,339.88273,-16.43132,1771.63,6588.19,2.59,2.26,88.3,-0.374,19.35,20.8,04a59786o0610o
59786.28514,0,0,0,0,o,0,-2,339.88138,-16.43281,8794.3,4077.94,2.83,2.26,-17.8,-0.406,19.26,20.68,04a59786o0627o
59786.41648,0,0,0,0,o,0,-2,339.8685,-16.45107,2356.91,250.05,2.81,2.73,-59.6,-0.489,19.31,20.71,01a59786o0396o
59786.44972,0,0,0,0,o,0,-2,339.86465,-16.45541,2342.29,196.22,2.82,2.73,-34.4,-0.494,19.38,20.79,01a59786o0468o
59786.45718,0,0,0,0,o,0,-2,339.86378,-16.45638,2403.67,273.39,3.02,2.93,-46,-0.464,19.29,20.81,01a59786o0484o
59786.48193,0,0,0,0,o,0,-2,339.86087,-16.45959,2424.84,144.14,2.78,2.69,-30.4,-0.48,19.42,20.88,01a59786o0537o
59789.25828,0,0,0,0,c,0,-2,339.53585,-16.82307,2376.58,5795.68,2.25,1.96,85.2,-0.373,19.63,21.57,04a59789o0518c
59789.26166,0,0,0,0,c,0,-2,339.53539,-16.82353,2361.69,5755.06,2.2,1.94,84.8,-0.378,19.53,21.44,04a59789o0523c
59789.26495,0,0,0,0,c,0,-2,339.53494,-16.82397,2422.73,5831.25,2.25,1.98,84.6,-0.375,19.75,21.72,04a59789o0529c
59789.27638,0,0,0,0,c,0,-2,339.53337,-16.8255,2455.92,5710.43,2.29,2.04,89.7,-0.373,19.44,21.33,04a59789o0548c
59791.98481,0,0,0,0,c,0,-2,339.16551,-17.19413,9771.94,2395.75,2.55,2.36,17.9,-0.412,19.78,21.72,03a59792o0532c
59791.99044,0,0,0,0,c,0,-2,339.16463,-17.19491,9753.29,2356.57,2.53,2.4,10.7,-0.405,19.75,21.73,03a59792o0543c
59792.01084,0,0,0,0,c,0,-2,339.16147,-17.19774,9818.16,2433.19,3.33,2.72,28.3,-0.402,19.65,21.71,03a59792o0575c
59792.01838,0,0,0,0,c,0,-2,339.1603,-17.19878,9836.1,2316.13,2.53,2.24,18.5,-0.425,19.81,21.69,03a59792o0587c
59793.29304,0,0,0,0,c,0,-2,338.96994,-17.37589,3559.58,167.16,2.62,2.13,47.2,-0.367,19.73,21.66,04a59793o0632c
59793.29936,0,0,0,0,c,0,-2,338.9689,-17.37677,3580.11,201.74,2.62,2.16,51.1,-0.371,19.73,21.69,04a59793o0644c
59793.30274,0,0,0,0,c,0,-2,338.96835,-17.37724,3520.8,120.46,2.68,2.13,47,-0.364,19.74,21.66,04a59793o0651c
59793.30511,0,0,0,0,c,0,-2,338.96796,-17.37757,2433.67,10365.97,3.18,2.37,-80.1,-0.357,19.71,21.61,04a59793o0656c
59793.30788,0,0,0,0,c,0,-2,338.96751,-17.37796,2452.5,10403.43,3.32,2.57,-84.8,-0.338,19.68,21.62,04a59793o0662c
59793.31405,0,0,0,0,c,0,-2,338.9665,-17.37882,2395.18,10321.96,3.27,2.55,-76.9,-0.347,19.66,21.61,04a59793o0673c
59793.31495,0,0,0,0,c,0,-2,338.96635,-17.37894,3499.66,230.41,2.64,2.27,50.6,-0.363,19.69,21.66,04a59793o0675c
59793.33358,0,0,0,0,c,0,-2,338.9633,-17.38153,2370.74,10428.99,3.28,2.62,-83.5,-0.34,19.6,21.58,04a59793o0714c
59794.56192,0,0,0,0,o,0,-2,338.77022,-17.55542,5937.36,10433.56,3.05,2.81,-36.7,-0.462,19.24,20.62,01a59794o0249o
59796.0329,0,0,0,0,c,0,-2,338.5276,-17.76201,9306.7,9320.55,2.47,2.36,-65.8,-0.406,19.86,21.9,03a59796o0676c
59796.03617,0,0,0,0,c,0,-2,338.52701,-17.76248,9323.18,9361.34,2.65,2.55,-26.7,-0.395,19.78,21.9,03a59796o0682c
59796.0416,0,0,0,0,c,0,-2,338.52604,-17.76325,9262.82,9283.3,2.48,2.34,-57.4,-0.404,19.86,21.89,03a59796o0693c
59796.05224,0,0,0,0,c,0,-2,338.52412,-17.76475,9234.06,9403.94,2.6,2.49,-42.3,-0.395,19.81,21.86,03a59796o0707c
59797.20978,0,0,0,0,o,0,-2,338.32507,-17.92964,8216.89,9267.87,2.84,2.66,52.7,-0.323,19.34,20.71,04a59797o0503o
59797.21124,0,0,0,0,o,0,-2,338.3248,-17.92985,8198.41,9228.31,2.9,2.62,75.1,-0.328,19.32,20.79,04a59797o0506o
59797.21484,0,0,0,0,o,0,-2,338.32413,-17.93037,8259.62,9305.66,2.98,2.71,60.1,-0.321,19.33,20.73,04a59797o0514o
59797.23638,0,0,0,0,o,0,-2,338.32011,-17.93346,8302.85,9177.46,2.67,2.52,73.7,-0.336,17.31,18.51,04a59797o0556o
59799.91891,0,0,0,0,o,0,-2,337.82944,-18.3173,7504.17,6664.16,2.35,2.1,-48.4,-0.425,17.49,17.56,03a59800o0419o
59799.92088,0,0,0,0,o,0,-2,337.82905,-18.31759,7484.99,6625.35,2.49,2.2,-23.3,-0.418,17.7,17.77,03a59800o0423o
59799.92619,0,0,0,0,o,0,-2,337.82799,-18.31835,7543.21,6702.76,2.91,2.28,-3.6,-0.383,16.96,17.04,03a59800o0433o
59799.93508,0,0,0,0,o,0,-2,337.82622,-18.31964,7567.79,6584.83,2.28,2.07,-37.5,-0.426,18.38,18.56,03a59800o0449o
59801.17271,0,0,0,0,o,0,-2,337.58774,-18.49704,3739.03,4113.5,1.83,1.68,84.3,-0.429,18.51,18.73,04a59801o0472o
59801.17576,0,0,0,0,o,0,-2,337.58712,-18.49748,3721.61,4073.57,1.87,1.7,88.9,-0.423,18.43,18.51,04a59801o0478o
59801.18121,0,0,0,0,o,0,-2,337.586,-18.49827,3785.99,4148.6,1.81,1.68,81.4,-0.418,18.06,18.04,04a59801o0489o
59801.19025,0,0,0,0,o,0,-2,337.58414,-18.49958,3813.77,4030.69,1.85,1.76,84,-0.435,18.03,18.04,04a59801o0508o
59807.06396,0,0,0,0,o,0,-2,336.36418,-19.33165,10079.76,5908.03,3.06,2.63,-0.8,-0.403,18.57,19.46,03a59807o0683o
59807.06821,0,0,0,0,o,0,-2,336.36322,-19.33223,10095.9,5947.92,3.14,2.61,-1.7,-0.365,18.53,19.36,03a59807o0690o
59807.06866,0,0,0,0,o,0,-2,336.36311,-19.33229,112.77,5678.52,4.02,2.7,-1,-0.381,18.3,19.21,03a59807o0691o
59807.07276,0,0,0,0,o,0,-2,336.36219,-19.33285,130.07,5718.31,3.61,2.71,-5.5,-0.395,18.42,19.33,03a59807o0698o
59807.07516,0,0,0,0,o,0,-2,336.36164,-19.33318,10036.83,5869.6,3.11,2.55,-1.5,-0.369,18.62,19.46,03a59807o0702o
59807.07811,0,0,0,0,o,0,-2,336.36097,-19.33359,69.18,5640.53,2.73,2.45,-21.8,-0.376,18.7,19.41,03a59807o0707o
59807.08699,0,0,0,0,o,0,-2,336.35897,-19.33481,10010.91,5986.91,2.84,2.46,-6.2,-0.36,18.77,19.56,03a59807o0722o
59807.08896,0,0,0,0,o,0,-2,336.35852,-19.33508,43.78,5761.05,3,2.48,-5.8,-0.401,18.66,19.46,03a59807o0726o
59807.94327,0,0,0,0,o,0,-2,336.17294,-19.45362,2387.73,378.63,2.33,2.09,-18.6,-0.418,19.28,20.34,03a59808o0465o
59807.94624,0,0,0,0,o,0,-2,336.17226,-19.45404,2367.32,340.9,2.65,2.26,-7.2,-0.398,19.2,20.34,03a59808o0471o
59807.94966,0,0,0,0,o,0,-2,336.17146,-19.45451,2422.66,421.55,2.43,2.13,-15.5,-0.407,19.23,20.33,03a59808o0477o
59807.96113,0,0,0,0,o,0,-2,336.16882,-19.4561,2448.08,304.15,2.33,2.08,-27.1,-0.407,19.29,20.32,03a59808o0496o
59809.24153,0,0,0,0,o,0,-2,335.88458,-19.63178,4187.94,4737.12,1.85,1.76,-88.4,-0.404,19.41,20.68,04a59809o0593o
59809.24453,0,0,0,0,o,0,-2,335.88388,-19.63218,4207.2,4773.63,1.85,1.77,-74.7,-0.402,19.39,20.7,04a59809o0599o
59809.25846,0,0,0,0,o,0,-2,335.88062,-19.63407,4145.82,4688.13,2.04,1.93,78.8,-0.394,19.32,20.67,04a59809o0626o
59809.26414,0,0,0,0,o,0,-2,335.87929,-19.63484,4124.07,4800,2,1.83,-82.5,-0.396,19.35,20.63,04a59809o0638o
59811.96085,0,0,0,0,o,0,-2,335.27046,-19.99589,7167.39,885.6,2.9,2.46,36.7,-0.422,19.26,21.06,03a59812o0550o
59811.96497,0,0,0,0,o,0,-2,335.26947,-19.99643,7180.36,924.99,2.21,2.08,-13.4,-0.455,19.69,21.25,03a59812o0559o
59811.97101,0,0,0,0,o,0,-2,335.26803,-19.99722,7118.79,848.25,2.16,2.03,-10.5,-0.451,19.74,21.26,03a59812o0572o
59811.98323,0,0,0,0,o,0,-2,335.26511,-19.99882,7089.84,973.42,3.7,3.01,32.7,-0.395,18.98,21.12,03a59812o0598o
59813.18009,0,0,0,0,c,0,-2,334.99173,-20.15465,8020.83,4749.44,2.36,1.9,-21.2,-0.411,19.83,21.86,04a59813o0390c
59813.1819,0,0,0,0,c,0,-2,334.99129,-20.15488,8002.63,4711.45,2.42,1.96,-18.9,-0.409,19.82,21.88,04a59813o0394c
59813.18505,0,0,0,0,c,0,-2,334.99054,-20.15529,8065.85,4788.49,2.52,1.97,-21.1,-0.407,19.77,21.89,04a59813o0401c
59813.20609,0,0,0,0,c,0,-2,334.98548,-20.15801,8115.03,4663.2,2.5,1.96,-23.5,-0.393,19.81,21.85,04a59813o0444c
59814.21744,0,0,0,0,c,0,-2,334.75274,-20.28716,2131.63,6031.46,2.23,1.97,80.1,-0.376,19.76,21.77,04a59814o0553c
59814.22344,0,0,0,0,c,0,-2,334.75129,-20.28791,2150.34,6065.12,2.23,1.93,88.4,-0.379,19.77,21.76,04a59814o0565c
59814.22704,0,0,0,0,c,0,-2,334.75043,-20.28837,2091.45,5985.18,2.2,1.93,87.7,-0.383,19.79,21.78,04a59814o0573c
59814.24215,0,0,0,0,c,0,-2,334.74678,-20.29027,2068.1,6090.56,2.24,1.9,-87.7,-0.38,19.79,21.78,04a59814o0604c
59814.96532,0,0,0,0,o,0,-2,334.58032,-20.38107,5879.64,1602.31,2.3,2.12,-31.2,-0.432,19.57,21.08,03a59815o0500o
59814.96853,0,0,0,0,o,0,-2,334.57954,-20.38147,5895.39,1643.1,2.3,2.12,-38.8,-0.434,19.56,21.1,03a59815o0507o
59814.97453,0,0,0,0,o,0,-2,334.5781,-20.38221,5833.42,1565.88,2.4,2.18,-21.3,-0.428,19.51,21.09,03a59815o0520o
59814.98457,0,0,0,0,o,0,-2,334.57567,-20.38346,5803.22,1686.02,2.27,2.13,-28.9,-0.433,19.39,20.9,03a59815o0542o
59815.86505,-7.867,10.474,-2589266,27120687,o,0,0,334.37374,-20.49224,945.32,8691.88,2.75,2.5,-53.2,-0.404,17.2,18.72,03a59816o0310o
59815.87053,-7.419,4.329,-3912820,16937169,o,0,0,334.37242,-20.49292,1003.15,8771.78,2.78,2.47,-52.9,-0.375,15.06,16.67,03a59816o0322o
59817.20421,0,0,0,0,c,0,-2,334.06395,-20.65405,6127.84,10315.07,2.91,2.11,-77.4,-0.374,19.82,21.72,04a59817o0527c
59817.20466,0,0,0,0,c,0,-2,334.06384,-20.65411,7625.84,125.55,2.8,2.2,-24.5,-0.356,19.83,21.81,04a59817o0528c
59817.21189,0,0,0,0,c,0,-2,334.0621,-20.65497,7644.21,160.62,2.71,2.15,-23.6,-0.376,19.81,21.78,04a59817o0543c
59817.21234,0,0,0,0,c,0,-2,334.06199,-20.65502,6145.32,10349.21,2.86,2.24,-72.1,-0.375,19.82,21.73,04a59817o0544c
59818.14914,0,0,0,0,c,0,-2,333.84706,-20.76516,3383.76,10186.51,3.2,2.17,-80.7,-0.36,19.74,21.76,04a59818o0402c
59818.15139,0,0,0,0,c,0,-2,333.84652,-20.76542,3367.73,10146.83,3.16,2.26,-79.9,-0.359,19.76,21.78,04a59818o0407c
59818.17837,0,0,0,0,c,0,-2,333.84003,-20.76858,3461.16,10214,3.06,2.15,-76.2,-0.371,19.8,21.89,04a59818o0461c
59818.17882,0,0,0,0,c,0,-2,333.83992,-20.76863,4911.01,19.81,2.41,2.22,26.6,-0.403,19.75,21.81,04a59818o0462c
59818.18941,0,0,0,0,c,0,-2,333.83737,-20.76986,3498.48,10091.86,3.11,2.2,-80.3,-0.369,19.74,21.85,04a59818o0485c
59818.8902,0,0,0,0,o,0,-2,333.67703,-20.85045,2210.7,8029.44,2.46,2.18,-54.2,-0.397,19.65,21.18,03a59819o0372o
59818.892,0,0,0,0,o,0,-2,333.6766,-20.85066,2191.41,7990.82,2.5,2.23,-52.1,-0.4,19.65,21.25,03a59819o0376o
59818.89516,0,0,0,0,o,0,-2,333.67585,-20.85102,2248.4,8070.66,2.46,2.23,-47.8,-0.404,19.67,21.26,03a59819o0383o
59818.92216,0,0,0,0,o,0,-2,333.66938,-20.85412,2277.68,7948.7,2.34,2.05,-52.1,-0.405,19.72,21.23,03a59819o0438o
59820.10823,0,0,0,0,o,0,-2,333.39692,-20.98688,7630.67,2631.45,3.41,2.99,-63,-0.407,18.92,20.62,03a59820o0443o
59820.11146,0,0,0,0,o,0,-2,333.39617,-20.98722,7647.41,2668.78,3.6,3.18,-64.7,-0.385,18.85,20.58,03a59820o0450o
59820.11744,0,0,0,0,o,0,-2,333.39478,-20.98786,7592.76,2591.57,3.76,3.23,-63.4,-0.399,18.8,20.57,03a59820o0463o
59821.1209,0,0,0,0,c,0,-2,333.16958,-21.09736,4595.74,9530.92,3.02,2.21,-80,-0.362,19.77,21.82,04a59821o0279c
59821.12431,0,0,0,0,c,0,-2,333.16878,-21.09773,4579.91,9490.33,2.91,2.23,-79.9,-0.385,19.69,21.95,04a59821o0285c
59821.13142,0,0,0,0,c,0,-2,333.1671,-21.0985,4647.13,9568.74,3.03,2.18,-79.6,-0.365,19.74,21.81,04a59821o0299c
59821.16477,0,0,0,0,c,0,-2,333.15922,-21.10209,4706.73,9441.12,2.81,2.11,-77.8,-0.376,19.75,21.8,04a59821o0365c
59822.19694,0,0,0,0,c,0,-2,332.92696,-21.2108,5561.2,1207.5,2.36,2.16,-5.7,-0.396,19.75,21.87,04a59822o0513c
59822.2001,0,0,0,0,c,0,-2,332.92622,-21.21113,5579.55,1244.57,2.37,2.19,-5.6,-0.391,19.74,21.85,04a59822o0520c
