###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60391.30588,0,0,0,0,o,0,-2,86.97453,24.28798,25.54,6728.23,2.52,2.4,60.9,-0.396,18.7,19.07,01a60391o0126o
60391.30927,0,0,0,0,o,0,-2,86.97543,24.28808,47.44,6766.95,2.66,2.53,63,-0.38,18.66,19.06,01a60391o0133o
60391.31175,0,0,0,0,o,0,-2,86.97609,24.28815,10112.91,6688.95,2.73,2.48,28,-0.401,18.56,19.05,01a60391o0138o
60391.3227,0,0,0,0,o,0,-2,86.97901,24.28847,10091.85,6807.83,2.67,2.42,-61.2,-0.433,18.64,18.97,01a60391o0161o
60392.24038,0,0,0,0,o,0,-2,87.22957,24.31674,10150.29,9111.43,2.56,2.27,-57.9,-0.468,18.95,19.4,01a60392o0059o
60392.24361,0,0,0,0,o,0,-2,87.23044,24.31684,10171.78,9150.02,2.55,2.28,-56.1,-0.471,18.94,19.39,01a60392o0066o
60392.24987,0,0,0,0,o,0,-2,87.23212,24.31702,10113.91,9071.45,2.59,2.25,-54.9,-0.464,18.97,19.36,01a60392o0079o
60392.25995,0,0,0,0,o,0,-2,87.23483,24.31731,10102.36,9188.26,2.68,2.3,-53.8,-0.483,18.88,19.33,01a60392o0100o
60392.26042,-21.484,2.411,-9,22,o,0,1.26,87.23496,24.31733,49.8,9169.84,2.51,2.29,-79,-0.473,18.93,19.35,01a60392o0101o
60392.26337,0,0,0,0,o,0,-2,87.23575,24.31741,26.84,9164.7,2.51,2.3,-82.6,-0.475,18.9,19.34,01a60392o0107o
60393.28171,0,0,0,0,o,0,-2,87.51776,24.34791,9997.66,1440.91,3.04,2.1,-54.6,-0.487,18.53,19.06,02a60393o0143o
60393.28488,0,0,0,0,o,0,-2,87.51863,24.348,9975.36,1401.35,2.99,1.99,-55.5,-0.496,18.59,19.05,02a60393o0150o
60393.29078,1.381,0.008,1017642183,8270379,o,0,0,87.52025,24.34817,10077.69,1526.65,3.08,2.19,-55.4,-0.476,18.5,19.02,02a60393o0163o
60393.30122,-9.358,1.655,-655803,1085235,o,0,0,87.52312,24.34846,10094.5,1408.01,3.23,2.4,-54.9,-0.487,18.37,18.97,02a60393o0186o
60394.27406,0,0,0,0,o,0,-2,87.79707,24.377,8948.49,8189.47,2.53,2.29,-60.6,-0.434,18.65,19.1,02a60394o0116o
60394.27722,0,0,0,0,o,0,-2,87.79795,24.37709,8928.84,8149.72,2.54,2.29,-62.4,-0.43,18.67,19.1,02a60394o0123o
60394.28288,7.312,0.256,4317244,1106489,o,0,0,87.79953,24.37724,9028.72,8274.3,2.48,2.29,-59.7,-0.436,18.69,19.12,02a60394o0135o
60394.29568,0,0,0,0,o,0,-2,87.8031,24.37759,8996.91,8113.62,2.45,2.17,-58.8,-0.449,18.72,19.09,02a60394o0163o
60397.24127,0,0,0,0,o,0,-2,88.65738,24.45971,5064.37,10253.57,2.68,2.27,-53,-0.44,19.05,20.07,02a60397o0043o
60397.24262,0,0,0,0,o,0,-2,88.65778,24.45974,2423.96,43.32,2.85,2.09,-52.9,-0.452,19.06,20.05,02a60397o0046o
60397.24443,5.706,0,18952654,0,o,0,0,88.6583,24.45979,5089.65,10259.27,2.49,2.12,-55.2,-0.438,19.11,20.09,02a60397o0050o
60397.25057,5.81,0,17220298,0,o,0,0,88.66008,24.45994,5142.8,10336.86,2.69,2.22,-54.7,-0.442,19.07,20.1,02a60397o0063o
60397.25241,0,0,0,0,o,0,-2,88.66062,24.45999,2456.99,80.72,2.91,2.25,-54.9,-0.441,18.99,20.06,02a60397o0067o
60397.26203,6.296,0.093,11005292,1025494,o,0,0,88.66342,24.46024,5156.13,10218.56,2.58,2.21,-53,-0.442,19.06,20.05,02a60397o0088o
60398.26213,0,0,0,0,o,0,-2,88.96165,24.48658,6783.09,6414.69,2.26,2.09,40.7,-0.439,19.12,19.95,02a60398o0100o
60398.2653,0,0,0,0,o,0,-2,88.96258,24.48666,6763.86,6375.14,2.22,2.08,45.2,-0.446,19.11,19.95,02a60398o0107o
60398.2721,0,0,0,0,o,0,-2,88.96459,24.48682,6820.27,6454.94,2.27,2.18,47.3,-0.439,19.08,19.94,02a60398o0122o
60398.28205,0,0,0,0,o,0,-2,88.96753,24.48707,6835.84,6338.76,2.29,2.2,38.5,-0.437,19.06,19.92,02a60398o0144o
60399.30058,11.93,0.002,61389,108,o,0,32044.64,89.27541,24.51306,4279.52,4059.57,2.8,2.36,47.1,-0.379,19.26,20.23,01a60399o0180o
60399.30336,7.797,0.008,2761997,23256,o,0,49,89.27624,24.51312,4299.52,4098.17,2.72,2.3,46.1,-0.391,19.26,20.21,01a60399o0186o
60399.31581,7.655,0.007,3146843,22541,o,0,0,89.27998,24.51341,4243.35,4020.18,2.44,2.21,39.9,-0.415,19.3,20.2,01a60399o0212o
60399.32345,7.603,0.006,3302573,19746,o,0,0,89.28228,24.51359,4226.29,4135.36,2.4,2.18,39.9,-0.416,19.28,20.18,01a60399o0228o
60400.27148,0,0,0,0,o,0,-2,89.57293,24.53712,1949.86,8316.05,2.57,2.37,58.7,-0.433,19.24,20.18,01a60400o0062o
60400.27426,0,0,0,0,o,0,-2,89.57378,24.53719,1970.6,8355.1,2.46,2.32,68.9,-0.441,19.25,20.2,01a60400o0068o
60400.28141,0,0,0,0,o,0,-2,89.57595,24.53735,1914.43,8274.48,2.54,2.32,66,-0.426,19.27,20.22,01a60400o0083o
60400.29205,0,0,0,0,o,0,-2,89.57918,24.53759,1899.75,8389.29,2.43,2.36,77.9,-0.442,19.29,20.21,01a60400o0106o
60401.26102,0,-10.287,0,4.72824E+13,c,0,0,89.8799,24.5608,8049.96,2261.1,2.51,2.22,-54.7,-0.409,19.3,20.66,02a60401o0087c
60401.26418,9.236,0.73,734175,535725,c,0,0,89.88087,24.56087,8030.85,2222.15,2.5,2.21,-54.7,-0.404,19.32,20.67,02a60401o0094c
60401.27051,0,0,0,0,c,0,-2,89.88282,24.56101,8041.98,2256.69,2.56,2.28,-55.9,-0.402,19.24,20.67,02a60401o0108c
60401.28046,0,0,0,0,c,0,-2,89.88588,24.56123,8058.7,2140.28,2.59,2.27,-54.6,-0.403,19.26,20.67,02a60401o0130c
60410.24287,5.974,0,14806269,0,o,0,0,92.83118,24.7361,7352.56,551.8,3.04,2.31,-59,-0.475,19.46,19.94,02a60410o0029o
60410.25666,0,0,0,0,o,0,-2,92.83586,24.73629,7280.01,467.37,2.74,2.07,-60.8,-0.519,19.64,19.96,02a60410o0039o
60410.27044,0,0,0,0,o,0,-2,92.84055,24.73648,7329.72,545.48,2.89,2.17,-59.2,-0.48,19.53,19.94,02a60410o0049o
60416.23876,4.803,0,43517101,0,o,0,0,94.95211,24.80927,1030.02,10168.3,2.56,2.51,-76,-0.476,15.28,15.31,01a60416o0027o
60416.24854,8.334,0.014,1683761,22834,o,0,1.55,94.95562,24.80934,996.54,10127.02,2.48,2.27,-76.6,-0.429,12.21,11.87,01a60416o0048o
60417.23998,0,0,0,0,o,0,-2,95.3168,24.81775,8883.13,388,2.81,1.62,-59.6,-0.54,18.66,19.15,02a60417o0029o
60417.24406,-8.176,0.237,-1947980,461454,o,0,0,95.31828,24.81778,8908.84,393.04,2.87,1.75,-57.7,-0.507,18.72,19.26,02a60417o0038o
60417.24994,-8.752,0.224,-1145630,257106,o,0,0,95.3204,24.81782,8963.85,471.24,3.2,1.82,-57.1,-0.518,18.72,19.3,02a60417o0051o
60417.26004,6.101,0.328,13176348,4322997,o,0,0,95.32406,24.81788,8981.56,351.7,3.23,1.85,-53.5,-0.509,18.67,19.25,02a60417o0073o
60418.23934,0,0,0,0,o,0,-2,95.68365,24.82514,6787.17,6984.7,2.72,2.2,38.9,-0.442,18.64,19.18,02a60418o0018o
60418.24297,0,0,0,0,o,0,-2,95.68497,24.82516,6766.4,6945.94,2.55,2.07,36.8,-0.446,18.76,19.29,02a60418o0026o
60418.2484,0,0,0,0,o,0,-2,95.68694,24.82519,6821.39,7023.15,2.49,2.16,36.6,-0.446,18.71,19.32,02a60418o0038o
60418.2603,0,0,0,0,o,0,-2,95.69128,24.82525,6832.29,6906.45,2.21,2.12,51,-0.463,18.77,19.31,02a60418o0064o
60421.24264,0,0,0,0,o,0,-2,96.80251,24.84061,7831.81,2662.47,2.06,1.86,-50.6,-0.426,18.73,19.14,02a60421o0040o
60421.24627,0,0,0,0,o,0,-2,96.80387,24.84062,7808.23,2624.19,2.07,1.86,-52.3,-0.44,18.75,19.19,02a60421o0048o
60421.25169,0,0,0,0,o,0,-2,96.80589,24.84063,7865.46,2702.99,2.09,1.78,-54.8,-0.447,18.8,19.2,02a60421o0060o
60421.26363,0,0,0,0,o,0,-2,96.81034,24.84065,7877.45,2585.41,2.22,1.84,-55.5,-0.439,18.74,19.17,02a60421o0086o
60422.24292,0,0,0,0,o,0,-2,97.18046,24.84348,9143.96,2594.84,2.54,2.13,-58.5,-0.46,18.57,19.06,02a60422o0039o
60422.24655,0,0,0,0,o,0,-2,97.18182,24.84348,9122.76,2556.43,2.47,2.04,-53.8,-0.467,18.59,19.1,02a60422o0047o
60422.25197,6.452,0,9532078,0,o,0,0,97.18385,24.84349,9221.79,2680.93,2.55,2.04,-59.9,-0.474,18.6,19.1,02a60422o0059o
60422.26388,0,0,0,0,o,0,-2,97.18833,24.84349,9187.48,2519.46,2.65,1.98,-56.8,-0.467,18.59,19.06,02a60422o0085o
60426.28933,0,0,0,0,o,0,-2,98.73477,24.84305,7894.8,4901.18,2.5,2.37,33,-0.419,18.64,19.28,02a60426o0017o
60426.29249,0,0,0,0,o,0,-2,98.73599,24.84304,7873.88,4862.3,2.5,2.44,62.4,-0.416,18.51,19.2,02a60426o0024o
60426.29792,0,0,0,0,o,0,-2,98.73809,24.84302,7928.69,4938,2.4,2.35,86,-0.423,18.54,19.04,02a60426o0036o
60426.30971,0,0,0,0,o,0,-2,98.74265,24.84296,7937.36,4821.02,2.43,2.36,-69.7,-0.421,18.37,18.8,02a60426o0062o
60430.23906,-9.848,1.414,-417798,590750,o,0,0,100.28958,24.82378,647.5,6941.74,2.64,2.23,-57,-0.394,16.12,16.44,02a60430o0029o
60430.24222,5.746,0,18263229,0,o,0,0,100.29082,24.82375,623.53,6902.75,2.6,2.29,-54.3,-0.41,16.71,17.28,02a60430o0036o
60430.24947,6.229,0.706,11709650,8270809,o,0,0,100.29368,24.82368,676.25,6977.6,2.46,2.2,-63.8,-0.423,16.79,17.46,02a60430o0052o
60430.25947,9.621,1.219,514710,627325,o,0,0,100.29763,24.82359,690.49,6858.93,2.42,2.03,-53.3,-0.431,16.29,16.92,02a60430o0074o
60431.24205,7.862,0.018,2601626,46675,o,0,0,100.68989,24.81579,708.43,3621.14,2.47,2.24,37.9,-0.388,19.02,19.72,01a60431o0015o
60431.24528,7.972,0.053,2350242,124826,o,0,0,100.69117,24.81576,733.97,3661.93,2.48,2.27,38.6,-0.389,19.12,19.8,01a60431o0022o
60431.25268,0,0,0,0,o,0,-2,100.69411,24.81568,634.14,3536.02,2.51,2.28,43.5,-0.386,19.08,19.88,01a60431o0038o
60431.26245,0,0,0,0,o,0,-2,100.69799,24.81558,619.97,3651.48,2.36,2.22,47.5,-0.398,19.16,19.9,01a60431o0059o
60432.23618,8.115,0.026,2061241,53308,o,0,0,101.08886,24.80663,9391.34,3736.75,2.64,2.6,-89.1,-0.397,18.42,18.78,01a60432o0025o
60432.23942,0,0,0,0,o,0,-2,101.09015,24.8066,9371.38,3730.53,2.61,2.46,-67.8,-0.405,18.79,19.3,01a60432o0032o
60432.24588,7.793,0.024,2770910,65655,o,0,0,101.09273,24.80652,9360.63,3700.4,2.6,2.47,-68.4,-0.413,18.94,19.67,01a60432o0046o
60432.25607,0,0,0,0,o,0,-2,101.0968,24.8064,9299.21,3775.41,2.67,2.33,-64.2,-0.436,19.02,19.76,01a60432o0068o
60433.23868,10.244,3.039,290026,881363,o,0,0,101.49329,24.7961,431.62,6786.15,2.53,2.33,-69.8,-0.39,18.44,18.92,02a60433o0017o
60433.24048,9.119,0.161,817693,131646,o,0,0,101.49401,24.79607,10355.63,6844.62,3.03,2.46,-60,-0.452,18.73,19.35,02a60433o0021o
60433.24184,0,0,0,0,o,0,-2,101.49456,24.79606,364.19,6702.06,2.54,2.33,-65,-0.411,18.58,19.3,02a60433o0024o
60433.24365,6.535,0.162,8833642,1434285,o,0,0,101.49528,24.79603,10332.86,6804.89,2.79,2.22,-58.7,-0.481,18.9,19.59,02a60433o0028o
60433.24727,0,0,0,0,o,0,-2,101.49673,24.79599,418.68,6777.43,2.21,1.98,-62,-0.425,18.89,19.53,02a60433o0036o
60433.25088,8.771,0.148,1126173,166141,o,0,0,101.49818,24.79594,10387.58,6884,2.96,2.31,-56.8,-0.472,18.95,19.71,02a60433o0044o
60433.25721,0,0,0,0,o,0,-2,101.50072,24.79586,431.48,6658.95,2.41,2.12,-55.3,-0.43,18.82,19.58,02a60433o0058o
60433.26089,7.234,0,4637506,0,o,0,0,101.5022,24.79581,10398.07,6764.81,2.94,2.25,-56.1,-0.483,18.95,19.73,02a60433o0066o
60434.27551,8.732,0.056,1166977,65850,o,0,0,101.91365,24.7838,1551.29,616.66,2.85,2.6,-53.7,-0.422,18.58,19.45,02a60434o0022o
60434.27867,8.505,0.054,1438834,77940,o,0,0,101.91493,24.78376,1529.15,577.5,3.17,2.87,-65.4,-0.418,18.42,19.43,02a60434o0029o
60434.28609,7.247,0,4583268,0,o,0,0,101.91793,24.78365,1581.72,655.12,2.66,2.33,-56.6,-0.436,18.65,19.42,02a60434o0045o
60434.29629,8.835,0.119,1061209,126057,o,0,0,101.92206,24.7835,1595.56,534.96,2.96,2.51,-52.7,-0.435,18.46,19.34,02a60434o0067o
60437.24232,0,0,0,0,o,0,-2,103.12884,24.74116,6336.16,4868.73,2.23,1.88,34.7,-0.436,18.53,18.78,02a60437o0028o
60437.24551,0,0,0,0,o,0,-2,103.13014,24.74111,6312.46,4829.53,2.13,1.92,35.3,-0.441,18.89,19.29,02a60437o0035o
60437.25276,9.552,0.191,548738,105066,o,0,0,103.13311,24.74097,6410.1,4951.71,2.09,1.92,37.3,-0.441,19.03,19.72,02a60437o0051o
60437.26461,8.873,0.112,1024762,114762,o,0,0,103.13797,24.74076,6421.96,4834.85,2.01,1.97,-26.3,-0.436,19.06,19.76,02a60437o0077o
60438.24219,6.328,0,10687330,0,o,0,0,103.54218,24.72417,8717.03,8507.94,2.36,2.1,-55,-0.458,18.48,18.75,02a60438o0027o
60438.24535,0,0,0,0,o,0,-2,103.54348,24.72411,8650.48,8423.01,2.38,2.06,-56.4,-0.453,18.83,19.28,02a60438o0034o
60438.25259,0,-11.443,0,1.37198E+14,o,0,0,103.54646,24.72397,8748.09,8546.52,2.41,2.04,-53,-0.451,19.07,19.76,02a60438o0050o
60438.26258,6.142,0,12677166,0,o,0,0,103.55057,24.72378,8758.04,8429.24,2.5,2.02,-53,-0.45,19.09,19.82,02a60438o0072o
60447.27624,0,0,0,0,o,0,-2,107.35501,24.50979,29.28,10295.23,2.72,2.42,-55.8,-0.508,18.66,19.24,01a60447o0052o
60447.27949,0,0,0,0,o,0,-2,107.3564,24.50969,48.08,10336.49,2.7,2.42,-49.3,-0.523,18.65,19.23,01a60447o0059o
60644.63755,8.842,0.039,1054598,40643,c,0,19.67,196.47346,-0.86949,1963.47,416.55,3.57,3.41,-56.4,-0.37,17.73,19.26,02a60644o0979c
60644.6417,0,0,0,0,c,0,-2,196.4752,-0.87009,1940.36,415.86,2.67,2.45,-66.7,-0.39,18.44,19.74,02a60644o0988c
60644.64676,0,0,0,0,c,0,-2,196.47733,-0.87081,1884.7,338.18,2.47,2.31,-68.7,-0.397,18.51,19.73,02a60644o0999c
60644.66105,0,0,0,0,c,0,-2,196.48332,-0.87287,1879.04,461.33,2.45,2.28,-78.5,-0.365,17.39,18.2,02a60644o1029c
60652.63317,0,0,0,0,c,0,-2,199.82812,-1.98273,2603.06,2845.91,2.39,2.26,37.5,-0.411,19.14,20.48,02a60652o0974c
60652.64336,0,0,0,0,c,0,-2,199.83233,-1.9841,2631.09,2887.01,2.41,2.27,36.5,-0.412,19.19,20.45,02a60652o0996c
60652.64848,0,0,0,0,c,0,-2,199.83444,-1.98479,2578.25,2811.44,2.46,2.3,40.8,-0.412,19.1,20.4,02a60652o1007c
60652.65586,0,0,0,0,c,0,-2,199.83748,-1.98579,2563.63,2929.08,2.5,2.34,38.1,-0.413,18.89,20.06,02a60652o1023c
60654.61147,0,0,0,0,o,0,-2,200.64914,-2.24692,1848.76,772.4,2.93,2.75,49.2,-0.412,19.11,20.27,01a60654o0892o
60654.62233,0,0,0,0,o,0,-2,200.6536,-2.24836,1821.39,730.39,2.83,2.68,47.7,-0.428,19.15,20.33,01a60654o0914o
60654.62558,0,0,0,0,o,0,-2,200.65493,-2.24879,1878.46,808.29,3.06,2.94,47.7,-0.408,19.05,20.34,01a60654o0921o
60654.63154,0,0,0,0,o,0,-2,200.65738,-2.24958,1895.08,689.65,2.92,2.83,34,-0.434,19.13,20.35,01a60654o0934o
60656.63533,0,0,0,0,o,0,-2,201.48485,-2.51235,9705.77,3681.77,3.05,2.55,-8.9,-0.397,18.86,20.04,02a60656o0983o
60656.64045,8.872,0.078,1025847,79919,o,0,0,201.48694,-2.51302,9772.47,3766.22,3.66,2.69,-1.2,-0.38,18.74,20.04,02a60656o0994o
60656.64228,0,0,0,0,o,0,-2,201.48769,-2.51326,9730.12,3723.77,3.15,2.5,-8.4,-0.426,18.87,20.03,02a60656o0998o
60656.65372,7.526,0.227,3544545,805476,o,0,0,201.49235,-2.51475,9727.34,3693.18,3.09,2.65,-8.3,-0.403,18.83,19.97,02a60656o1023o
60656.66329,0,0,0,0,o,0,-2,201.49625,-2.51599,9674.62,3768.29,3.32,2.59,-7.5,-0.397,18.29,19.07,02a60656o1044o
60658.61712,0,0,0,0,o,0,-2,202.2992,-2.76732,933.98,2286.76,2.82,2.64,48.1,-0.401,18.49,18.93,01a60658o0920o
60658.62036,0,0,0,0,o,0,-2,202.30052,-2.76774,911.03,2246.62,3.04,2.88,52.7,-0.39,18.4,18.96,01a60658o0927o
60658.63815,0,0,0,0,o,0,-2,202.30774,-2.77001,961.93,2323.9,2.93,2.65,43.5,-0.371,18.59,19.14,01a60658o0965o
60658.64737,0,0,0,0,o,0,-2,202.31149,-2.77118,976.37,2205.33,2.74,2.52,30.7,-0.394,18.69,19.23,01a60658o0985o
60660.63278,0,0,0,0,o,0,-2,203.12298,-3.02157,4902.28,8451.49,2.45,2.2,30.3,-0.41,18.55,19.11,02a60660o0962o
60660.65026,0,0,0,0,o,0,-2,203.13003,-3.02376,4936.67,8495.01,2.46,2.16,32.3,-0.411,18.64,19.19,02a60660o1000o
60660.65574,0,0,0,0,o,0,-2,203.13225,-3.02444,4884,8419.55,2.45,2.15,33,-0.413,18.59,19.19,02a60660o1012o
60660.66211,0,0,0,0,o,0,-2,203.13481,-3.02524,4867.85,8537.62,2.42,2.13,32.5,-0.417,18.57,19.06,02a60660o1026o
60664.60886,0,0,0,0,o,0,-2,204.73435,-3.50731,10338.64,7859.59,2.68,2.19,-58.8,-0.447,18.83,19.38,02a60664o0911o
60664.61812,0,0,0,0,o,0,-2,204.73805,-3.50842,10364.17,7900.94,2.72,2.17,-56.1,-0.443,18.89,19.42,02a60664o0931o
60664.62132,0,0,0,0,o,0,-2,204.73933,-3.5088,10305.71,7823.04,2.55,2.09,-57.8,-0.463,18.92,19.45,02a60664o0938o
60664.63954,0,0,0,0,o,0,-2,204.74659,-3.51098,10296.2,7945.85,2.52,2.08,-59.5,-0.391,18.96,19.56,02a60664o0976o
60664.64317,0,0,0,0,o,0,-2,204.74804,-3.51142,225.11,7865.46,2.03,1.86,-21.9,-0.414,18.99,19.57,02a60664o0984o
60664.64684,0,0,0,0,o,0,-2,204.7495,-3.51186,247.56,7904.8,2.09,1.9,-33.1,-0.414,18.99,19.59,02a60664o0992o
60664.65485,0,0,0,0,o,0,-2,204.75269,-3.51281,192.19,7829.5,2.09,1.89,-27,-0.415,18.95,19.52,02a60664o1008o
60664.66046,0,0,0,0,o,0,-2,204.75492,-3.51348,174.1,7949.53,2.05,1.88,-25.8,-0.408,18.77,19.22,02a60664o1019o
60664.66499,0,0,0,0,o,0,-2,204.75672,-3.51403,10348,7897.22,2.43,2.01,-61.1,-0.467,18.43,18.61,02a60664o1029o
60672.6152,0,0,0,0,o,0,-2,207.91499,-4.4172,4154.71,3604.22,2.4,1.97,28.7,-0.448,19.36,20.57,02a60672o0910o
60672.62116,0,0,0,0,o,0,-2,207.9173,-4.41785,4175.13,3643.41,2.33,1.88,28.4,-0.455,19.41,20.58,02a60672o0923o
60672.62433,0,0,0,0,o,0,-2,207.91852,-4.41819,4119.49,3566.85,2.4,1.94,26.4,-0.456,19.35,20.6,02a60672o0930o
60672.6404,0,0,0,0,o,0,-2,207.92473,-4.41992,4108.8,3684.42,2.33,1.82,32.6,-0.463,19.43,20.59,02a60672o0965o
60677.07771,0,0,0,0,c,0,-2,209.64422,-4.88061,4464.74,8268.65,2.7,2.33,-52.4,-0.357,19.19,20.83,03a60677o0657c
60677.09399,0,0,0,0,c,0,-2,209.65042,-4.88226,4431.22,8225.19,2.63,2.34,-49.4,-0.361,19,20.21,03a60677o0692c
60677.09719,0,0,0,0,c,0,-2,209.65163,-4.88258,4487.86,8303.94,2.64,2.34,-51.7,-0.34,18.85,19.84,03a60677o0699c
60677.10309,0,0,0,0,c,0,-2,209.65387,-4.88317,4502.9,8185.55,2.59,2.29,-49.7,-0.34,18.36,18.88,03a60677o0712c
60678.63855,0,0,0,0,o,0,-2,210.24038,-5.03629,5978.02,1795.61,2.79,2.57,15.7,-0.402,19.31,20.51,01a60678o0946o
60680.61556,0,0,0,0,o,0,-2,210.98918,-5.22647,10397.88,787.1,2.47,1.49,-63.1,-0.601,19.33,20.38,02a60680o0906o
60680.61873,0,0,0,0,o,0,-2,210.99036,-5.22678,10415.64,826.92,2.36,1.51,-62.8,-0.516,19.35,20.42,02a60680o0913o
60680.62513,0,0,0,0,o,0,-2,210.99274,-5.22738,10360.49,750.01,2.36,1.39,-64.7,-0.546,19.42,20.44,02a60680o0927o
60680.62879,0,0,0,0,o,0,-2,210.9941,-5.22773,111.8,792.44,2.04,1.81,-65.5,-0.465,19.38,20.41,02a60680o0935o
60680.63195,0,0,0,0,o,0,-2,210.99528,-5.22803,133.02,832.15,1.89,1.75,-78.4,-0.484,19.38,20.41,02a60680o0942o
60680.64197,0,0,0,0,o,0,-2,210.999,-5.22898,74.58,753.95,1.84,1.73,85.9,-0.487,19.41,20.46,02a60680o0964o
60680.6477,0,0,0,0,o,0,-2,211.00113,-5.22952,10348.84,872.31,2.22,1.38,-62.5,-0.603,19.43,20.54,02a60680o0976o
60680.65377,0,0,0,0,o,0,-2,211.00338,-5.2301,63.73,874.85,1.86,1.76,-79.7,-0.491,19.41,20.43,02a60680o0989o
60684.62663,0,0,0,0,o,0,-2,212.48375,-5.59186,622.52,7732.88,2.05,1.88,-1.5,-0.433,19.2,20.27,02a60684o0913o
60684.62981,0,0,0,0,o,0,-2,212.4849,-5.59214,643.6,7772.23,2.04,1.91,-7.8,-0.44,18.42,19.46,02a60684o0920o
60684.63848,0,0,0,0,o,0,-2,212.48805,-5.5929,586.7,7696.97,2.08,1.92,-4.4,-0.416,18.32,19.37,02a60684o0939o
60684.65688,4.741,0.753,46094105,34721237,o,0,0,212.49472,-5.59452,622.69,7865.82,2.09,1.93,-11.6,-0.427,15.86,16.87,02a60684o0979o
60687.34306,0,0,0,0,o,0,-2,213.47641,-5.82246,3474.34,6681.72,2.01,1.78,-55.4,-0.424,18.96,19.99,04a60687o0680o
60690.58257,0,0,0,0,o,0,-2,214.63771,-6.08231,7096.62,5874.25,2.5,2.44,48.5,-0.396,18.85,19.35,01a60690o0819o
60690.5858,0,0,0,0,o,0,-2,214.63884,-6.08256,7078.91,5834.81,2.53,2.37,42,-0.39,18.87,19.37,01a60690o0826o
60690.59133,0,0,0,0,o,0,-2,214.64077,-6.08299,7135.7,5911.44,2.5,2.42,46.8,-0.395,18.87,19.38,01a60690o0838o
60690.60241,0,0,0,0,o,0,-2,214.64464,-6.08384,7153.62,5793.6,2.7,2.39,44.1,-0.368,18.88,19.44,01a60690o0862o
60693.0801,0,0,0,0,o,0,-2,215.51518,-6.26784,5754.35,3106.6,2.23,1.98,-54.4,-0.436,18.46,18.86,03a60693o0659o
60693.08335,0,0,0,0,o,0,-2,215.5163,-6.26808,5733.9,3067.16,2.26,2.03,-58.5,-0.433,18.5,18.94,03a60693o0666o
60693.10175,0,0,0,0,o,0,-2,215.52262,-6.26942,5782.22,3142.49,2.12,1.93,-56.8,-0.453,18.61,19.01,03a60693o0705o
60693.10855,0,0,0,0,o,0,-2,215.52496,-6.26991,5801.29,3026.21,2.11,1.98,-52.2,-0.47,18.51,18.79,03a60693o0720o
60694.58998,0,0,0,0,o,0,-2,216.03767,-6.37593,7042.83,9577.78,2.61,2.46,59.3,-0.428,18.95,19.5,01a60694o0825o
60694.60689,0,0,0,0,o,0,-2,216.0434,-6.37711,7021.66,9536.44,2.7,2.53,58.6,-0.423,18.93,19.55,01a60694o0860o
60694.61388,0,0,0,0,o,0,-2,216.04576,-6.3776,7077.09,9612.17,2.68,2.49,60,-0.419,18.95,19.58,01a60694o0875o
60694.62714,0,0,0,0,o,0,-2,216.05024,-6.37853,7095.13,9492.84,2.52,2.4,59.1,-0.434,19.04,19.64,01a60694o0903o
60695.31327,0,0,0,0,o,0,-2,216.28587,-6.42472,6526.81,9476.82,2.01,1.73,-49.4,-0.454,18.25,18.54,04a60695o0615o
60695.31646,0,0,0,0,o,0,-2,216.28694,-6.42494,6504.6,9437.8,1.98,1.72,-44.3,-0.469,18.28,18.53,04a60695o0622o
60695.33117,0,0,0,0,o,0,-2,216.29192,-6.42595,6550.71,9513.88,1.96,1.7,-41.7,-0.468,18.39,18.61,04a60695o0654o
60695.34434,0,0,0,0,o,0,-2,216.29636,-6.42685,6561.11,9395.99,1.93,1.66,-46.7,-0.485,18.41,18.65,04a60695o0682o
60696.54473,0,0,0,0,o,0,-2,216.70493,-6.50813,657.68,9428.55,2.55,2.24,-50.3,-0.577,17.6,18.06,02a60696o0736o
60696.54799,0,0,0,0,o,0,-2,216.70602,-6.50835,675.49,9466.49,2.18,1.95,-45.9,-0.52,18.03,18.51,02a60696o0743o
60696.5827,0,0,0,0,o,0,-2,216.71761,-6.51065,629.25,9390.32,2.05,1.75,-45.1,-0.526,17.81,18.06,02a60696o0817o
60696.61129,0,0,0,0,o,0,-2,216.72713,-6.51254,620.65,9510.81,2.11,1.8,-43.1,-0.502,18.91,19.53,02a60696o0877o
60698.5995,7.858,0.849,2611670,2217234,o,0,0,217.39383,-6.63913,4387.31,7155.72,3.25,2.99,42.4,-0.366,17.9,18.54,01a60698o0714o
60698.63438,7.831,0.2,2676843,535598,o,0,0.92,217.4052,-6.6413,4358.94,7113.75,3.15,2.77,42.4,-0.334,15.57,15.92,01a60698o0788o
60698.64323,8.188,0.235,1925794,453041,o,0,2.76,217.40809,-6.64185,4412.33,7191.3,3.16,2.73,40.1,-0.342,15.2,15.47,01a60698o0807o
60698.66443,0,0,0,0,o,0,-2,217.41499,-6.64316,4377.99,7030.16,3.16,2.76,33.8,-0.354,19.11,20.18,01a60698o0851o
60700.57273,0,0,0,0,c,0,-2,218.0436,-6.75712,7140.7,7935.23,3,2.83,40.6,-0.384,19.3,21.13,02a60700o0803c
