###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
57863.37343,7.733,0.006,2928708,18757,o,0,61.1,119.12043,25.39054,2877.2,9557.72,5.45,5.27,59.6,-0.322,17.77,19.07,01a57863o0300o
57864.32717,6.65,0.015,7942944,116659,o,0,0,119.39116,25.3437,2236.92,9676.2,4.3,4.05,62,-0.438,18.14,19.63,01a57864o0206o
57864.34147,6.995,0.009,5783128,51080,o,0,44.26,119.39519,25.34295,2259.75,9714.06,4.52,4.27,55,-0.421,18.11,19.66,01a57864o0234o
57864.35485,7.137,0.008,5073876,43048,o,0,30.87,119.39897,25.34225,2210.51,9638.07,4.54,4.24,50.2,-0.419,18.16,19.65,01a57864o0260o
57864.37128,7.482,0.009,3691557,32578,o,0,62.85,119.40362,25.34139,2197.98,9754.44,4.75,4.42,57.8,-0.409,17.93,19.35,01a57864o0292o
57865.3287,8.86,0.041,1037875,42992,c,0,6.5,119.67942,25.29307,7850.16,9721.32,3.37,3.17,-13,-0.392,17.68,18.86,02a57865o0135c
57865.34242,8.517,0.033,1422709,47586,c,0,9.57,119.68335,25.29234,7826.19,9679.38,3.93,3.8,-0.6,-0.411,18.48,19.85,02a57865o0161c
57865.37093,8.694,0.039,1208448,47555,c,0,8.95,119.69152,25.29081,7883.39,9639.02,3.97,3.79,-10.7,-0.403,18.61,19.91,02a57865o0215c
57868.31731,6.92,0.017,6192129,108234,o,0,36.9,120.56395,25.13417,4931.17,8644.9,3.68,3.52,-26.7,-0.47,17.03,18.51,01a57868o0214o
57868.32757,6.756,0.024,7205603,172131,o,0,0,120.56701,25.13358,4970.16,8683.24,3.7,3.56,-17.7,-0.466,18.05,19.5,01a57868o0234o
57868.34131,6.574,0.012,8522542,103091,o,0,0,120.57111,25.13279,4904.65,8608.15,3.86,3.59,-11.7,-0.454,18.06,19.49,01a57868o0261o
57868.35641,6.621,0.008,8156071,62803,o,0,24.28,120.57562,25.13192,4892.71,8725.22,4.03,3.91,-24.9,-0.442,17.99,19.44,01a57868o0290o
57877.24056,6.918,0.235,6206074,1461307,o,0,0,123.40378,24.58867,664.21,9415.13,2.99,2.79,-83.4,-0.433,18.58,19.1,02a57877o0020o
57877.24109,0,0,0,0,o,0,-2,123.40396,24.58864,10066.66,9399.67,2.68,2.51,63.5,-0.531,18.73,19.19,02a57877o0021o
57877.24374,0,0,0,0,o,0,-2,123.40483,24.58846,10047.65,9356.87,2.65,2.53,54.8,-0.555,18.8,19.4,02a57877o0026o
57877.24427,0,-11.713,0,1.75867E+14,o,0,0,123.405,24.58842,644.26,9372.85,2.83,2.69,-60.7,-0.462,18.76,19.42,02a57877o0027o
57877.25736,0,0,0,0,o,0,-2,123.40929,24.58752,638.07,9404.02,2.48,2.22,-52.8,-0.527,18.89,19.56,02a57877o0052o
57877.2584,0,0,0,0,o,0,-2,123.40964,24.58745,10085.87,9435.81,2.29,2.19,28.2,-0.585,18.95,19.56,02a57877o0054o
57881.2415,0,0,0,0,o,0,-2,124.76208,24.30943,5774.04,7100.17,2.41,2.19,-50.5,-0.474,18.78,19.18,02a57881o0043o
57881.24411,0,0,0,0,o,0,-2,124.76297,24.30924,5756.34,7059.32,2.35,2.16,-51.1,-0.479,18.82,19.3,02a57881o0048o
57881.25925,0,0,0,0,o,0,-2,124.76812,24.30812,5810.89,7136.1,2.38,2.13,-53.1,-0.475,18.86,19.35,02a57881o0077o
57881.27391,0,0,0,0,o,0,-2,124.77312,24.30703,5821.92,7015.09,2.34,2.17,-48.8,-0.485,18.8,19.28,02a57881o0105o
57881.29172,0,0,0,0,o,0,-2,124.77919,24.30571,5767.45,7069.65,2.37,2.18,-49.5,-0.49,18.78,19.2,02a57881o0139o
57885.24372,0,0,0,0,o,0,-2,126.16675,24.00855,6680.54,7299.97,2.22,2.13,-51.9,-0.484,19.13,19.81,02a57885o0045o
57885.26015,0,0,0,0,o,0,-2,126.17252,24.00725,6649.74,7258.81,2.23,2.16,-49.9,-0.49,19.02,19.66,02a57885o0074o
57885.27058,0,0,0,0,o,0,-2,126.17619,24.00642,6699.65,7331.33,2.23,2.18,-49.6,-0.488,18.91,19.5,02a57885o0094o
57885.27842,0,0,0,0,o,0,-2,126.17895,24.00579,6711.62,7216.24,2.24,2.18,-40.8,-0.499,18.89,19.4,02a57885o0109o
57885.29636,0,0,0,0,o,0,-2,126.18528,24.00436,6659.67,7267.89,2.23,2.19,-56.8,-0.488,18.76,19.23,02a57885o0143o
57889.26267,0,0,0,0,o,0,-2,127.61941,23.68461,3835.88,9344.4,2.82,2.69,-37.3,-0.408,19.21,20.23,02a57889o0012o
57889.2815,0,0,0,0,o,0,-2,127.62623,23.68301,3874.62,9413.06,2.67,2.51,-30.9,-0.435,19.15,20.1,02a57889o0048o
57889.29618,7.262,0,4522467,0,o,0,0,127.63156,23.68176,3923.71,9338.12,2.83,2.68,-41.2,-0.435,19.02,20.04,02a57889o0076o
57889.31032,7.016,0.489,5670082,2770301,o,0,0,127.6367,23.68056,3877.71,9393.82,2.8,2.63,-35.7,-0.436,18.98,19.95,02a57889o0103o
57893.26321,0,0,0,0,c,0,-2,129.10401,23.34045,8010.29,8536.95,2.61,2.55,30.9,-0.451,19.45,20.84,02a57893o0036c
57893.27424,7.918,0.466,2471629,1151600,c,0,0,129.10811,23.33945,8118,8658.95,2.65,2.58,44.6,-0.456,19.39,20.78,02a57893o0057c
57893.28682,0,0,0,0,c,0,-2,129.11279,23.33831,8081.13,8496.84,2.71,2.57,62.1,-0.469,19.34,20.73,02a57893o0081c
57893.29832,8.657,1.327,1250271,1659108,c,0,0,129.11708,23.33727,8088,8593.04,2.78,2.63,50.3,-0.464,19.28,20.69,02a57893o0103c
57901.25426,0,0,0,0,c,0,-2,132.17217,22.58809,3613.31,5549.6,2.8,2.65,-84.9,-0.472,19.15,20.41,02a57901o0034c
57901.26165,7.118,0.194,5159729,1002560,c,0,0,132.17503,22.58734,3719.05,5667.2,2.85,2.8,89,-0.479,19.25,20.71,02a57901o0048c
57901.27173,6.9,0.078,6310047,491534,c,0,0,132.17895,22.58632,3728.57,5547.76,3.06,2.99,-71.9,-0.482,19.21,20.74,02a57901o0067c
57909.27403,7.795,0.324,2766496,895811,o,0,0,135.36715,21.74721,6405.52,5645.49,3.07,2.92,-67,-0.415,18.52,19.31,02a57909o0070o
58104.64963,7.7,0.052,3020191,155874,o,0,0,224.86004,-11.47565,5905.74,3276.38,4.24,3.74,-86.4,-0.436,18.28,19.56,01a58104o0360o
58104.65794,8.693,0.119,1210408,143910,o,0,0,224.8641,-11.47679,5872.55,3225.33,4.1,3.7,-85.6,-0.37,17.95,19.07,01a58104o0377o
58112.63055,8.608,0.44,1308677,576193,o,0,0,228.77405,-12.51076,7984.13,1271.33,4.14,3.39,87.2,-0.419,18.46,19.81,01a58112o0925o
58112.63789,8.227,0.112,1858590,207290,o,0,0,228.77763,-12.51167,7988.43,1144.75,4.54,3.87,85.8,-0.405,18.4,19.86,01a58112o0940o
58116.64168,7.786,0.052,2790171,144812,o,0,0,230.73702,-12.99517,6889.25,846.93,4,3.18,87.9,-0.43,18.65,20.01,01a58116o0921o
58116.64954,8.448,0.287,1515801,434398,o,0,0,230.74085,-12.99611,6855.26,794.71,3.93,3.17,88.1,-0.422,18.64,20,01a58116o0938o
58116.65046,8.167,0.035,1964620,69711,o,0,0,230.74129,-12.99622,3194.8,10473.24,3.88,3.34,-83.6,-0.393,18.58,19.9,01a58116o0940o
58116.65758,7.852,0.064,2624720,169025,o,0,0,230.74475,-12.99706,6897.54,857.6,3.97,3.27,89.4,-0.425,18.55,19.87,01a58116o0955o
58116.66617,7.774,0.127,2821631,358956,o,0,0,230.74892,-12.99808,6898.58,722.2,3.8,3.1,89.8,-0.434,17.9,18.7,01a58116o0972o
58118.61988,0,0,0,0,o,0,-2,231.70362,-13.22499,10417.47,3375.58,3.05,2.48,50.5,-0.47,18.08,18.56,02a58118o0650o
58118.62792,0,0,0,0,o,0,-2,231.70752,-13.22592,10448.13,3417.27,2.8,2.31,51.6,-0.516,18.29,18.76,02a58118o0667o
58118.6332,0,0,0,0,o,0,-2,231.71009,-13.22653,712.14,3382.67,2.66,2.13,44.1,-0.447,18.17,18.72,02a58118o0678o
58118.63611,0,0,0,0,o,0,-2,231.7115,-13.22686,10398.91,3342.61,2.73,2.21,52.6,-0.491,18.52,19.01,02a58118o0684o
58118.64136,0,0,0,0,o,0,-2,231.71405,-13.22747,740.24,3423.35,2.51,2.11,45.5,-0.449,18.51,19.08,02a58118o0695o
58118.64427,0,0,0,0,o,0,-2,231.71546,-13.22781,10390.3,3463.29,2.7,2.22,50.9,-0.513,18.78,19.39,02a58118o0701o
58118.64956,0,0,0,0,o,0,-2,231.71803,-13.22842,689.35,3348.4,2.49,2.09,46.7,-0.461,18.81,19.56,02a58118o0712o
58118.65786,0,0,0,0,o,0,-2,231.72206,-13.22938,679.5,3468.32,2.49,2.09,48.6,-0.454,18.9,19.68,02a58118o0729o
58122.63924,-6.006,0,-14371008,0,o,0,0,233.66347,-13.67324,4191.5,1308,4.59,3.13,7.4,-0.377,17.83,18.93,02a58122o0938o
58122.64769,-10.512,4.729,-226574,1071400,o,0,0,233.66755,-13.67416,4214.44,1349.88,3.53,3.11,22.9,-0.39,18.04,18.89,02a58122o0955o
58122.65627,0,0,0,0,o,0,-2,233.6717,-13.6751,4124.8,1230.63,2.93,2.6,37.6,-0.42,18.26,19.06,02a58122o0972o
58122.66499,-7.323,0.408,-4271879,1744933,o,0,0,233.67591,-13.67605,4159.5,1394.45,2.85,2.55,38.2,-0.413,18.11,18.84,02a58122o0989o
58124.62078,8.168,0.043,1962770,84508,o,0,3.68,234.62745,-13.88484,5668.63,8531.22,4.86,3.76,-82.9,-0.361,18.11,19.18,01a58124o0893o
58124.62826,7.863,0.031,2598055,80825,o,0,12.62,234.63106,-13.88564,5635.17,8482.87,4.63,3.52,-83.1,-0.364,18.25,19.25,01a58124o0909o
58124.63617,7.593,0.02,3332328,67583,o,0,6.87,234.63488,-13.88648,5679.77,8548.45,4.65,3.56,-82.4,-0.369,18.24,19.31,01a58124o0926o
58124.64364,7.847,0.064,2638378,168450,o,0,6.43,234.63848,-13.88727,5683.82,8418.53,4.48,3.41,-83.4,-0.374,18.37,19.37,01a58124o0942o
58128.62831,8.269,0.013,1788332,23209,o,0,3.99,236.57099,-14.29374,1384.63,9023.32,4.71,3.81,-84.4,-0.327,18.46,19.86,01a58128o0797o
58128.63676,8.546,0.028,1385785,38545,o,0,0.05,236.57505,-14.29458,1357.91,8971.79,4.61,3.92,-84,-0.327,18.46,19.9,01a58128o0814o
58128.64533,8.773,0.021,1124518,23778,o,0,2.08,236.57917,-14.29544,1397.94,9032.9,4.68,4.13,-82.7,-0.315,18.46,19.94,01a58128o0831o
58128.65413,8.209,0.02,1889533,37003,o,0,1.57,236.58339,-14.29632,1399.02,8895.85,4.57,3.78,-84.8,-0.34,18.53,19.96,01a58128o0848o
58148.64958,0,0,0,0,o,0,-2,246.08151,-15.94396,49.92,4811.28,3.69,2.92,85.3,-0.425,18.41,19.37,01a58148o0907o
58148.65171,7.604,0.025,3299560,82795,o,0,9.09,246.08249,-15.9441,9720.49,4798.53,4.95,3.25,-86.6,-0.412,18.29,19.27,01a58148o0911o
58148.65938,7.612,0,3273465,0,o,0,0,246.08601,-15.94462,58.09,4789.42,3.63,2.94,86.5,-0.431,18.46,19.5,01a58148o0925o
58148.66154,7.486,0.03,3676673,108881,o,0,38.78,246.087,-15.94476,9684.96,4733.68,4.97,3.29,-87.1,-0.406,18.39,19.38,01a58148o0929o
58148.66839,6.859,0,6551631,0,o,0,0,246.09014,-15.94522,101.98,4840.57,3.68,2.96,83,-0.414,18.3,19.14,01a58148o0942o
58148.67044,7.722,0.066,2958020,194729,o,0,6.1,246.09108,-15.94536,9727.5,4783.92,4.92,3.3,-86.6,-0.404,17.9,18.57,01a58148o0946o
58180.59104,0,0,0,0,o,0,-2,259.90004,-17.28343,3479.41,2441.35,2.99,2.84,76.6,-0.429,15.66,16.41,01a58180o0655o
58180.59892,-1.499,0,-913211232,0,o,0,0,259.90308,-17.2836,3491.56,2427.79,2.95,2.73,82.5,-0.41,13.88,14.49,01a58180o0672o
58180.60683,0,0,0,0,o,0,-2,259.90614,-17.28377,3491.18,2440.45,2.77,2.69,59.2,-0.459,16.65,17.5,01a58180o0689o
58180.6147,0,0,0,0,o,0,-2,259.90917,-17.28394,3495.08,2302.2,2.81,2.65,81,-0.51,16.58,17.4,01a58180o0706o
58181.5967,-15.955,0.384,-1507,579,o,0,2.26,260.29254,-17.30324,116.57,1866.67,3,2.25,35.1,-0.502,14.47,14.81,02a58181o0812o
58181.59765,0,0,0,0,o,0,-2,260.2929,-17.30326,9886.47,1754.59,2.78,2.33,51.9,-0.4,14.49,14.58,02a58181o0814o
58181.60228,0,0,0,0,o,0,-2,260.29467,-17.30335,90.92,1841.28,2.63,2.16,45.6,-0.471,16.44,16.6,02a58181o0824o
58181.60321,0,0,0,0,o,0,-2,260.29503,-17.30337,9869.65,1872.98,2.74,2.24,51,-0.474,17.56,17.72,02a58181o0826o
58181.61174,0,0,0,0,o,0,-2,260.2983,-17.30355,39.01,1764.81,2.78,2.25,45.1,-0.481,16.5,16.76,02a58181o0837o
58181.61879,0,0,0,0,o,0,-2,260.30099,-17.30369,24.88,1883.92,2.49,2.01,42.8,-0.536,17.59,17.89,02a58181o0850o
58207.50911,0,0,0,0,o,0,0,269.04366,-17.5024,7809.29,2329.84,4.41,3.01,88.7,-0.473,17.92,19.01,01a58207o0527o
58207.51048,-7.751,0,-2880192,0,o,0,0,269.04403,-17.5024,7825.7,2365.97,4.42,3,89.7,-0.477,17.99,19.02,01a58207o0530o
58207.51373,0,0,0,0,o,0,-2,269.04492,-17.50241,7816.24,2358.19,4.44,3.01,89.3,-0.464,18.03,19.06,01a58207o0537o
58207.51649,0,0,0,0,o,0,-2,269.04566,-17.50242,7829.32,2235.62,4.32,2.87,89.2,-0.483,18.11,19.09,01a58207o0543o
58208.50026,0,0,0,0,o,0,-2,269.31636,-17.50223,5472.47,2398.94,3.4,2.83,-88.1,-0.466,15.74,16.2,01a58208o0302o
58208.50735,0,0,0,0,o,0,-2,269.31826,-17.50225,5518.09,2466.56,3.42,2.91,-89.9,-0.468,16.72,17.61,01a58208o0317o
58208.51342,0,0,0,0,o,0,-2,269.31988,-17.50226,5525.49,2340.84,3.24,2.81,89,-0.472,16.6,17.45,01a58208o0330o
58209.55051,0,0,0,0,o,0,-2,269.59919,-17.50193,6036.3,9829.89,2.53,2.28,29.3,-0.534,18.36,18.88,02a58209o0678o
58209.55884,0,0,0,0,o,0,-2,269.60135,-17.50194,1019.36,167.3,2.82,2.16,38.1,-0.545,16.77,17.06,02a58209o0690o
58209.56116,0,0,0,0,o,0,-2,269.60195,-17.50194,6059.83,9869.64,2.5,2.22,33.1,-0.495,17.67,17.88,02a58209o0695o
58209.56674,0,0,0,0,o,0,-2,269.6034,-17.50195,1040.66,207.56,2.6,1.97,43.7,-0.609,18.01,18.26,02a58209o0707o
58209.56902,0,0,0,0,o,0,-2,269.60399,-17.50195,6008.08,9793.91,2.44,2.19,27.5,-0.533,18.22,18.61,02a58209o0712o
58209.57733,0,0,0,0,o,0,-2,269.60614,-17.50196,970.51,130.31,2.8,2.22,46.3,-0.595,18.21,18.73,02a58209o0724o
58209.57963,0,0,0,0,o,0,-2,269.60674,-17.50196,5993.45,9912.61,2.86,2.63,45.5,-0.48,17.94,18.61,02a58209o0729o
58209.58518,0,0,0,0,o,0,-2,269.60817,-17.50196,956.58,250.34,2.99,2.33,42.3,-0.579,18.18,18.75,02a58209o0741o
58219.57553,0,0,0,0,o,0,-2,271.97847,-17.49399,5460.77,8625.05,3.56,3.21,-83.6,-0.414,18.82,20.5,01a58219o0266o
58219.58423,6.743,0.244,7290348,1777426,o,0,0,271.98018,-17.49399,5475.4,8599.88,3.88,3.17,-85.1,-0.405,18.83,20.5,01a58219o0285o
58219.58652,0,0,0,0,o,0,-2,271.98063,-17.494,5486.24,8626.21,3.36,3.03,-79.9,-0.427,18.87,20.5,01a58219o0290o
58219.60303,9.268,0.137,712647,97797,o,0,0,271.98388,-17.494,5532.64,8493.49,5.84,4.24,-4,-0.36,18.48,20.44,01a58219o0326o
58223.55536,0,0,0,0,o,0,-2,272.74641,-17.49473,4692.4,8959.13,3.72,3.08,-84.7,-0.407,18.82,20.34,01a58223o0521o
58223.56317,0,0,0,0,o,0,-2,272.74774,-17.49475,4666.12,8894.83,3.46,2.91,-85.8,-0.428,18.78,20.32,01a58223o0538o
58223.57445,0,0,0,0,o,0,-2,272.74966,-17.49477,4711.05,8935.48,3.38,3.03,88.3,-0.423,18.82,20.34,01a58223o0555o
58223.58226,7.307,0.1,4338314,433927,o,0,0,272.75099,-17.49478,4763.89,8834.68,3.47,3.35,-41.5,-0.407,18.73,20.32,01a58223o0572o
58229.5476,0,0,0,0,o,0,-2,273.69285,-17.50895,8886.18,1020.63,2.48,2.22,54.7,-0.437,15.39,16.38,02a58229o0609o
58229.55542,0,0,0,0,o,0,-2,273.69384,-17.50899,8903.53,1061.53,2.42,2.3,-81.7,-0.432,17.51,18.54,02a58229o0626o
58229.56324,-5.278,0,-28115064,0,o,0,0,273.69483,-17.50903,8893.58,1029.65,2.38,2.29,73.6,-0.432,15.72,16.73,02a58229o0643o
58229.57108,0,0,0,0,o,0,-2,273.69582,-17.50906,8828.94,1103.01,2.6,2.4,57.4,-0.424,17.47,18.44,02a58229o0660o
58233.55668,0,0,0,0,o,0,-2,274.17753,-17.53141,6495.76,865.51,2.26,2.14,68.8,-0.455,19.11,20.34,02a58233o0650o
58234.60631,0,0,0,0,o,0,-2,274.28356,-17.53944,5946.28,1599.22,2.41,2.15,43.8,-0.459,18.47,19.52,02a58234o0431o
58234.61672,0,0,0,0,o,0,-2,274.28446,-17.53952,5928.14,1561.94,2.48,2.25,45,-0.445,18.42,19.46,02a58234o0452o
58245.52013,0,0,0,0,o,0,-2,274.86488,-17.68884,7587.07,723.6,2.16,2.01,83.4,-0.485,18.06,18.65,02a58245o0637o
58245.5288,0,0,0,0,o,0,-2,274.86485,-17.68903,7604.01,764.69,2.33,2,49.5,-0.518,18.46,19.23,02a58245o0656o
58245.53017,0,0,0,0,o,0,-2,274.86485,-17.68905,7548.69,687.59,2.34,2.1,59,-0.503,18.43,19.21,02a58245o0659o
58245.54295,0,0,0,0,o,0,-2,274.8648,-17.68932,7524.29,805.31,2.24,2.08,73.1,-0.504,18.57,19.33,02a58245o0687o
58246.60956,0,0,0,0,o,0,-2,274.86701,-17.71137,3997.79,365.09,2.17,1.97,47.9,-0.499,15.67,15.91,02a58246o0416o
58246.62017,0,0,0,0,o,0,-2,274.86688,-17.71159,3961.56,323.94,2.25,1.99,44.1,-0.533,14.84,15.24,02a58246o0438o
58246.6303,0,0,0,0,o,0,-2,274.86675,-17.71179,4037.27,402.62,2.14,1.96,64.6,-0.494,16.2,16.2,02a58246o0459o
58250.5247,0,0,0,0,c,0,-2,274.79447,-17.80521,927.71,667.87,3.13,2.72,52,-0.488,19.14,21.13,02a58250o0612c
58250.52607,0,0,0,0,c,0,-2,274.7944,-17.80524,946.87,708.04,2.84,2.5,48.1,-0.508,19.24,21.15,02a58250o0615c
58250.53565,0,0,0,0,c,0,-2,274.79395,-17.80551,886.23,631.09,2.86,2.5,50.4,-0.515,19.18,21.16,02a58250o0636c
58250.55164,0,0,0,0,c,0,-2,274.79319,-17.80594,859.95,749.34,2.71,2.48,50,-0.517,19.13,21.18,02a58250o0671c
58254.59553,0,0,0,0,c,0,-2,274.57619,-17.9252,7163.23,194.76,2.83,2.63,56.7,-0.493,19.34,21.18,02a58254o0537c
58254.60685,0,0,0,0,c,0,-2,274.57526,-17.92555,7147.93,154.94,2.77,2.53,51.2,-0.503,19.43,21.17,02a58254o0560c
58254.61832,0,0,0,0,c,0,-2,274.57432,-17.92591,7206.45,232.58,2.81,2.63,46.8,-0.488,18.73,19.97,02a58254o0583c
58255.49618,0,0,0,0,o,0,-2,274.50995,-17.95492,3401.48,8960.17,3.17,2.61,88.9,-0.503,17.74,19.15,01a58255o0313o
58255.50258,0,0,0,0,o,0,-2,274.50938,-17.95514,3380.57,8899.5,3.1,2.6,-86.9,-0.54,18.38,19.88,01a58255o0327o
58255.51037,0,0,0,0,o,0,-2,274.50867,-17.95541,3453.09,8832.04,3.18,2.68,-87.4,-0.548,18.67,20.22,01a58255o0344o
58255.51908,0,0,0,0,o,0,-2,274.50788,-17.95571,3433.22,8916.18,2.99,2.61,-86.6,-0.529,18.16,19.6,01a58255o0363o
58257.50048,0,0,0,0,c,0,-2,274.33531,-18.02538,9295.55,785.4,2.93,2.67,62.8,-0.42,19.44,21.16,02a58257o0577c
58257.50825,0,0,0,0,c,0,-2,274.33448,-18.02567,9272.51,748.64,2.9,2.75,-79.7,-0.408,19.42,21.12,02a58257o0594c
58257.51694,0,0,0,0,c,0,-2,274.33355,-18.026,9231.25,710.59,2.85,2.68,89.4,-0.409,19.43,21.14,02a58257o0613c
58257.52287,0,0,0,0,c,0,-2,274.33291,-18.02622,9209.19,829.06,2.98,2.81,75.5,-0.417,19.37,21.11,02a58257o0626c
58259.49123,0,0,0,0,o,0,-2,274.12887,-18.10109,4235.67,9133.21,3.06,2.8,-83.6,-0.491,18.79,20.48,01a58259o0560o
58259.50543,0,0,0,0,o,0,-2,274.12711,-18.10166,4215.72,9043.05,3.22,2.94,80.5,-0.491,18.85,20.46,01a58259o0591o
58259.50635,0,0,0,0,o,0,-2,274.127,-18.1017,4271.42,9117.62,3.32,2.83,-84.5,-0.501,18.83,20.46,01a58259o0593o
58259.51551,0,0,0,0,o,0,-2,274.12586,-18.10207,4288.61,8965.66,3.41,2.85,-86.9,-0.505,18.81,20.41,01a58259o0613o
58260.57567,0,0,0,0,o,0,-2,274.00174,-18.14477,2563.97,9534.75,3.4,2.85,-83.5,-0.493,18.84,20.62,01a58260o0673o
58260.58629,0,0,0,0,o,0,-2,274.00033,-18.14519,2583.97,9617.35,3.31,2.76,-83.2,-0.5,18.87,20.6,01a58260o0695o
58260.59744,5.139,0.199,31937231,6344815,o,0,0,273.99886,-18.14563,2553.5,9629.64,4.23,3.59,88.6,-0.444,18.57,20.53,01a58260o0718o
58260.60815,0,0,0,0,o,0,-2,273.99745,-18.14605,2494.44,9749.49,3.99,3.44,-82,-0.438,18.57,20.5,01a58260o0740o
58261.48085,0,0,0,0,o,0,-2,273.89045,-18.18257,8354.73,86.59,2.39,2.05,72,-0.408,19.02,20.18,02a58261o0556o
58261.48864,0,0,0,0,o,0,-2,273.88936,-18.18291,8370.4,126.69,2.38,2.04,64.3,-0.42,19.01,20.25,02a58261o0573o
58261.48955,0,0,0,0,o,0,-2,273.88923,-18.18295,8313.78,48.19,2.26,2.01,66.4,-0.41,19.05,20.25,02a58261o0575o
58261.50557,0,0,0,0,o,0,-2,273.88699,-18.18364,8284.97,169.27,2.34,1.96,-58.4,-0.403,19.12,20.45,02a58261o0610o
58263.48748,0,0,0,0,o,0,-2,273.61815,-18.27048,3818.14,10198.45,3.18,2.63,-84.4,-0.49,17.59,18.49,01a58263o0543o
58263.49068,0,0,0,0,o,0,-2,273.61765,-18.27062,3798.8,10147.88,3.09,2.62,-84.5,-0.476,16.81,17.73,01a58263o0550o
58263.49984,0,0,0,0,o,0,-2,273.61622,-18.27104,3864.51,10188.5,3.15,2.67,-82.4,-0.485,17.75,18.68,01a58263o0569o
58263.51774,0,0,0,0,o,0,-2,273.61343,-18.27186,3892.34,10004.93,3.26,2.71,-88.4,-0.474,17.32,18.05,01a58263o0608o
58271.55216,0,0,0,0,o,0,-2,272.22749,-18.67948,3537.35,2371.57,3.06,2.73,-2.3,-0.481,16.83,17.79,01a58271o0684o
58273.47364,0,0,0,0,o,0,-2,271.83462,-18.78917,4202.55,2544.63,2.45,2.01,-45.3,-0.436,18.82,19.82,02a58273o0511o
58273.48233,0,0,0,0,o,0,-2,271.83268,-18.78968,6126.8,7757.89,2.51,2.34,-49.3,-0.412,18.57,19.63,02a58273o0529o
58273.48526,0,0,0,0,o,0,-2,271.83202,-18.78985,4162.38,2508,2.48,2.12,-44.7,-0.42,18.79,19.68,02a58273o0535o
58273.49799,0,0,0,0,o,0,-2,271.82918,-18.79059,4133.86,2624.89,2.5,2.1,-43.9,-0.421,18.03,19.05,02a58273o0562o
58274.54148,0,0,0,0,o,0,-2,271.60575,-18.85187,7060.69,7345.78,2.78,2.49,-55.8,-0.365,18.63,19.53,02a58274o0616o
58274.55038,0,0,0,0,o,0,-2,271.60372,-18.85239,7086.43,7321.22,2.53,2.31,-64.6,-0.388,18.76,19.73,02a58274o0635o
58274.55496,0,0,0,0,o,0,-2,271.60267,-18.85265,7033.83,7301.39,2.42,2.25,-67.6,-0.407,18.84,19.76,02a58274o0645o
58274.56594,0,0,0,0,o,0,-2,271.60017,-18.85328,7113.62,7377.94,2.65,2.41,-58.3,-0.381,18.84,19.76,02a58274o0669o
58275.46398,0,0,0,0,o,0,-2,271.40484,-18.90708,6672.77,7026.52,3.1,2.66,88.9,-0.453,18.83,20.22,01a58275o0513o
58275.46536,0,0,0,0,o,0,-2,271.40452,-18.90716,6636.93,6984.2,3.46,2.66,-89.3,-0.445,18.82,20.23,01a58275o0516o
58275.47411,0,0,0,0,o,0,-2,271.40247,-18.90769,6713.07,7029.65,3.36,2.69,-88.6,-0.45,18.78,20.25,01a58275o0535o
58275.47595,0,0,0,0,o,0,-2,271.40204,-18.9078,6730.45,6906.1,3.44,2.65,-89.3,-0.45,18.84,20.25,01a58275o0539o
58279.45738,0,0,0,0,o,0,-2,270.48433,-19.15591,9020.14,7479.46,4.04,2.79,-85.7,-0.46,18.91,20.5,01a58279o0474o
58279.46591,0,0,0,0,o,0,-2,270.48217,-19.15646,1382.72,2732.88,2.71,2.6,5.8,-0.519,18.86,20.54,01a58279o0492o
58279.47491,0,0,0,0,o,0,-2,270.4799,-19.15703,9006.61,7372.59,4.1,2.62,-87.3,-0.472,18.97,20.49,01a58279o0511o
58279.48299,0,0,0,0,o,0,-2,270.47786,-19.15755,1371.13,2919.72,3.01,2.67,-6.6,-0.492,18.89,20.48,01a58279o0528o
58281.44028,0,0,0,0,c,0,-2,270.00373,-19.28484,9482.83,4074.68,2.68,2.55,59.5,-0.431,19.42,21.2,02a58281o0387c
58281.44917,0,0,0,0,c,0,-2,270.00143,-19.28543,870.25,6227.55,2.54,2.31,2,-0.438,19.41,21.23,02a58281o0406c
58281.46746,0,0,0,0,c,0,-2,269.99669,-19.28664,935.72,6306.51,2.54,2.35,8.2,-0.441,19.38,21.22,02a58281o0445c
58281.46974,0,0,0,0,c,0,-2,269.9961,-19.28678,955.96,6189.72,2.47,2.3,5.2,-0.442,19.39,21.22,02a58281o0450c
58282.53798,0,0,0,0,o,0,-2,269.73095,-19.35746,798.94,6330.25,2.14,2.09,-31.9,-0.47,18.75,20.58,02a58282o0558o
58282.54351,0,0,0,0,o,0,-2,269.72951,-19.35782,810.87,6310.87,2.21,2.09,-43.1,-0.457,18.69,20.56,02a58282o0568o
58282.54922,0,0,0,0,o,0,-2,269.72803,-19.35819,766.82,6287.43,2.36,2.27,-40.8,-0.456,18.77,20.58,02a58282o0580o
58282.55433,0,0,0,0,o,0,-2,269.7267,-19.35852,843.57,6363.69,2.2,2.18,7.6,-0.473,18.78,20.54,02a58282o0590o
58283.44129,0,0,0,0,o,0,-2,269.50633,-19.41801,9830.96,4455.06,3.79,2.59,-82.8,-0.53,18.65,20.64,01a58283o0418o
