###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58441.23184,7.215,0.393,4722782,1856368,o,0,0,296.42747,-24.51957,5820.73,6129.02,2.74,2.31,-63.7,-0.402,18.64,19.12,02a58441o0109o
58441.24015,0,0,0,0,o,0,-2,296.43153,-24.51901,5787.85,5969.56,2.46,2.08,-68.3,-0.439,18.56,19.03,02a58441o0127o
58443.20365,0,0,0,0,o,0,-2,297.39945,-24.38644,5387.6,4343.26,2.96,2.79,83.3,-0.444,18.32,19.11,01a58443o0050o
58443.21364,0,0,0,0,o,0,-2,297.40434,-24.38574,5412.34,4413.59,2.93,2.83,-1.3,-0.438,18.33,19.09,01a58443o0071o
58443.22344,0,0,0,0,o,0,-2,297.40913,-24.38504,5364.82,4367.56,2.94,2.81,4.7,-0.433,18.29,19.02,01a58443o0092o
58443.23226,0,0,0,0,o,0,-2,297.41345,-24.38442,5352.41,4509.75,3.02,2.96,-14.5,-0.418,18.22,18.96,01a58443o0111o
58447.20379,-9.975,1.44,-371599,535214,o,0,0,299.38017,-24.09538,9086.01,4035.13,3.21,3.11,-77.2,-0.419,18.81,20.05,01a58447o0032o
58447.21376,0,0,0,0,o,0,-2,299.38507,-24.0946,9067.97,4064.37,3.33,3.25,-83.4,-0.412,18.75,20.01,01a58447o0053o
58447.22362,6.357,0,10401875,0,o,0,0,299.38993,-24.09383,9059.26,4059.91,3.38,3.15,-78.5,-0.414,18.64,19.79,01a58447o0074o
58447.23249,8.094,0.359,2101576,753828,o,0,0,299.3943,-24.09314,9026.23,4202.37,3.62,3.03,-85.7,-0.427,18.27,19.26,01a58447o0093o
58449.19412,0,0,0,0,o,0,-2,300.36977,-23.9402,438.6,6456.4,2.2,2.03,-72.3,-0.39,17.61,17.63,02a58449o0041o
58449.20126,0,0,0,0,o,0,-2,300.37329,-23.93962,413.55,6417.59,2.14,2,-63.2,-0.398,18.56,19.1,02a58449o0056o
58449.20354,0,0,0,0,o,0,-2,300.37442,-23.93944,10159.35,6485.79,2.23,2.12,87.5,-0.462,18.77,19.5,02a58449o0061o
58449.21083,0,0,0,0,o,0,-2,300.37801,-23.93885,458.38,6497.06,2.13,2.01,-68.1,-0.41,18.84,19.6,02a58449o0076o
58449.21407,0,0,0,0,o,0,-2,300.37961,-23.93858,10131.18,6449.51,2.21,2.11,-80.5,-0.465,18.97,19.79,02a58449o0083o
58449.22106,0,0,0,0,o,0,-2,300.38307,-23.93801,467.72,6382.49,2.05,1.94,-62.6,-0.415,18.91,19.64,02a58449o0098o
58449.22396,0,0,0,0,o,0,-2,300.3845,-23.93778,10172.87,6528.59,2.21,2.12,-65.7,-0.466,19,19.82,02a58449o0104o
58449.23321,0,0,0,0,o,0,-2,300.38907,-23.93702,10183.34,6413.73,2.25,2.15,-59.4,-0.453,18.94,19.8,02a58449o0124o
58451.20221,8.349,0,1661584,0,o,0,0,301.37047,-23.77665,2785.74,4461.72,3.21,3.08,-2.6,-0.429,18.56,19.63,01a58451o0049o
58451.21215,0,0,0,0,o,0,-2,301.37539,-23.7758,2766.14,4486.83,3.04,2.85,-5.3,-0.452,18.66,19.69,01a58451o0070o
58451.22153,0,0,0,0,o,0,-2,301.38003,-23.77501,2700.96,4438.43,3.11,3,0.9,-0.44,18.61,19.7,01a58451o0090o
58451.23084,8.237,0.975,1841968,1795071,o,0,0,301.38465,-23.77422,2731.52,4625.08,3.22,3.04,-2,-0.434,18.55,19.68,01a58451o0110o
58453.2073,0,0,0,0,o,0,-2,302.37188,-23.60647,8637.59,4792.02,2.26,2.02,-69.1,-0.429,19.15,19.92,02a58453o0061o
58453.21766,0,0,0,0,o,0,-2,302.37702,-23.60555,8611.42,4756.08,2.08,1.95,-72.7,-0.475,19.13,19.9,02a58453o0083o
58453.22844,0,0,0,0,o,0,-2,302.38237,-23.6046,8652.6,4836.44,2.25,1.96,-62.6,-0.428,19.06,19.86,02a58453o0106o
58453.23776,0,0,0,0,o,0,-2,302.387,-23.60378,8663.66,4721.82,2.22,1.95,-60.4,-0.437,19.12,19.82,02a58453o0126o
58455.19227,8.218,0.409,1873408,766696,o,0,0,303.36519,-23.43124,7772.87,2380.48,3.57,3.11,1.1,-0.387,17.54,18.16,01a58455o0004o
58455.19555,8.661,1.288,1245830,1604572,o,0,0,303.36682,-23.43094,7792.85,2429.42,3.29,2.95,0.7,-0.398,18.22,18.91,01a58455o0011o
58455.20068,-10.329,5.276,-268264,1415388,o,0,0,303.36937,-23.43047,7723.03,2366.87,3.28,3.05,-3,-0.405,18.55,19.59,01a58455o0022o
58455.20774,8.945,0.743,959812,712730,o,0,0,303.37287,-23.42983,7709.57,2505.03,3.12,3.08,-21.5,-0.41,18.76,19.83,01a58455o0037o
58459.19104,0,0,0,0,o,0,-2,305.37082,-23.05813,7209.16,5525.63,3.05,2.92,-89.9,-0.463,17.04,17.5,01a58459o0020o
58459.19384,0,0,0,0,o,0,-2,305.37221,-23.05786,7230.22,5573.34,2.97,2.88,75.7,-0.429,17.71,18.28,01a58459o0026o
58459.19847,0,0,0,0,o,0,-2,305.37452,-23.0574,7160.44,5509.04,3.04,2.87,-89.5,-0.432,18.41,19.24,01a58459o0036o
58459.20499,8.615,2.49,1299681,3236823,o,0,0,305.37777,-23.05676,7190.29,5688.55,3.11,2.93,-88.8,-0.426,18.65,19.73,01a58459o0050o
58461.19434,9.022,0.097,893719,86822,c,0,0,306.37738,-22.86126,2824.24,3617.5,3.15,3.07,72.2,-0.384,17.7,18.83,02a58461o0022c
58461.19761,8.819,0.036,1077177,39274,c,0,7.81,306.37901,-22.86093,2801.7,3577.33,3.48,3.35,-83.5,-0.378,18.12,19.41,02a58461o0029c
58461.20285,8.898,0.024,1001690,24136,c,0,3.86,306.38162,-22.8604,2851.22,3654.8,3.84,3.78,87.4,-0.362,18.4,19.96,02a58461o0040c
58461.20995,9.041,0.036,877916,31294,c,0,5.72,306.38517,-22.85968,2863.39,3539.07,3.38,3.3,73.6,-0.371,18.67,20.17,02a58461o0055c
58465.19541,0,0,0,0,o,0,-2,308.38986,-22.44859,5305.22,6275.5,2.43,2.08,-59.1,-0.444,17.83,17.84,02a58465o0030o
58465.20009,8.875,4.171,1022935,4266587,o,0,0,308.3922,-22.44809,5400.64,6398.92,2.46,2.15,-62.6,-0.431,18.36,18.72,02a58465o0040o
58465.20731,0,0,0,0,o,0,-2,308.39581,-22.44731,5365.31,6239.49,2.48,2.13,-62.1,-0.429,18.71,19.17,02a58465o0055o
58469.19426,0,0,0,0,o,0,-2,310.40228,-22.01087,6349.27,1351.92,2.4,2.24,28.5,-0.46,17.49,17.34,02a58469o0022o
58469.19701,0,0,0,0,o,0,-2,310.40365,-22.01056,6328.4,1310.93,2.26,2.1,-67.5,-0.432,17.87,17.98,02a58469o0028o
58469.20213,0,0,0,0,o,0,-2,310.40621,-22.00998,6379.89,1390.97,2.34,2.21,-62.4,-0.417,18.43,18.78,02a58469o0039o
58469.20954,0,0,0,0,o,0,-2,310.40992,-22.00913,6391.76,1275.81,2.54,2.33,-55.8,-0.417,18.53,19.09,02a58469o0055o
58646.59964,0,0,0,0,o,0,-2,30.9619,6.31472,8333.07,9069.67,2.25,2.14,-56.1,-0.445,19.09,19.76,02a58646o0651o
58646.60391,0,0,0,0,o,0,-2,30.96355,6.31524,8356,9106.69,2.16,2.09,38.7,-0.459,19.04,19.67,02a58646o0660o
58646.6107,0,0,0,0,o,0,-2,30.96617,6.31605,8305.15,9026.71,2.13,2.08,-58.1,-0.482,18.82,19.23,02a58646o0674o
58646.61623,0,0,0,0,o,0,-2,30.96831,6.31672,8292.6,9142.9,2.11,2.08,-64.5,-0.498,18.13,18.25,02a58646o0685o
58654.60041,0,0,0,0,o,0,-2,34.02831,7.23117,7748.3,3213.44,2.26,1.99,32.1,-0.441,18.27,18.88,02a58654o0772o
58654.60427,0,0,0,0,o,0,-2,34.02976,7.2316,7770.7,3253.86,2.18,1.92,36.6,-0.432,18.7,19.13,02a58654o0779o
58654.61184,0,0,0,0,o,0,-2,34.03261,7.23243,7717.65,3173.76,2.01,1.86,33.2,-0.438,18.69,19.01,02a58654o0794o
58654.61669,0,0,0,0,o,0,-2,34.03443,7.23296,7699.83,3289.2,2.09,1.81,37.4,-0.455,18.38,18.5,02a58654o0803o
58678.58602,0,0,0,0,o,0,-2,42.62899,9.44839,8528.86,5025.57,2.12,1.89,36,-0.435,19.34,20.07,02a58678o0644o
58678.58931,0,0,0,0,o,0,-2,42.63008,9.44863,8549.01,5064.36,2.06,2,56.5,-0.426,19.41,20.31,02a58678o0650o
58678.59506,0,0,0,0,o,0,-2,42.63199,9.44907,8498.83,4984.54,2.4,1.88,34,-0.421,19.46,20.48,02a58678o0661o
58678.61352,0,0,0,0,o,0,-2,42.63812,9.45046,8488.96,5100.58,2.12,1.98,43.4,-0.439,19.38,20.23,02a58678o0699o
58684.59799,0,0,0,0,o,0,-2,44.60468,9.87086,2605.1,8526.59,2.87,2.76,-30.9,-0.451,18.82,19.84,01a58684o0779o
58684.60079,0,0,0,0,o,0,-2,44.60557,9.87104,2584.15,8489.62,2.94,2.79,-19.1,-0.441,18.78,19.87,01a58684o0785o
58684.60636,0,0,0,0,o,0,-2,44.60734,9.87141,2639.23,8566.95,2.82,2.74,-35.1,-0.458,18.84,19.88,01a58684o0797o
58684.61407,0,0,0,0,o,0,-2,44.60979,9.87192,2651.22,8451.3,2.76,2.67,-34.9,-0.467,18.84,19.89,01a58684o0813o
58693.52464,9.126,0.232,811757,188345,o,0,0,47.36845,10.39507,7739.99,5189.46,3.32,3.04,-11.1,-0.413,18.97,20.4,01a58693o0527o
58693.52788,8.531,0,1405330,0,o,0,0,47.3694,10.39524,7719.46,5151.22,3.27,2.99,-9.8,-0.412,19.02,20.42,01a58693o0534o
58693.53476,8.763,0.046,1134909,52318,o,0,0,47.37143,10.3956,7775.77,5228.87,3.27,2.95,-10.3,-0.419,19.07,20.48,01a58693o0547o
58693.55069,9.786,1.682,442364,743841,o,0,0,47.37611,10.39644,7785.43,5111.81,3.32,3.09,-12.7,-0.414,19.09,20.69,01a58693o0580o
58699.586,9.534,0.18,557757,100414,c,0,0,49.10978,10.67915,8175.5,6658.12,2.73,2.51,44.5,-0.386,19.57,21.32,02a58699o0632c
58699.5912,0,0,0,0,c,0,-2,49.1112,10.67937,8143.87,6650.36,2.7,2.4,41.3,-0.383,19.66,21.38,02a58699o0641c
58699.60275,0,0,0,0,c,0,-2,49.11435,10.67987,8093.82,6572.31,2.6,2.37,42.6,-0.385,19.66,21.4,02a58699o0663c
58699.61044,0,0,0,0,c,0,-2,49.11644,10.68019,8083.85,6689.5,2.67,2.42,46.8,-0.392,19.64,21.41,02a58699o0677c
58703.50859,10.251,0.291,288248,83785,c,0,0,50.17105,10.83151,10197.5,6353.59,2.7,2.52,26.3,-0.401,19.53,21.3,02a58703o0550c
58703.50905,9.292,0.601,696774,418579,c,0,0,50.17117,10.83153,95.54,6332.1,2.35,2.24,-27.9,-0.337,19.49,21.19,02a58703o0551c
58703.52001,0,0,0,0,c,0,-2,50.17403,10.83193,74.28,6323.1,2.61,2.11,-56,-0.369,19.5,21.26,02a58703o0572c
58703.52095,8.145,0.209,2004414,419034,c,0,0,50.17427,10.83197,10228.48,6392.33,2.79,2.59,-62.4,-0.404,19.6,21.37,02a58703o0574c
58703.52279,7.039,0.305,5551293,1692463,c,0,0,50.17475,10.83204,63.82,6290.68,2.48,2.19,-49.5,-0.357,19.52,21.28,02a58703o0578c
58703.52417,0,0,0,0,c,0,-2,50.17511,10.83209,10127.46,6270.77,2.75,2.58,-66.6,-0.407,19.56,21.4,02a58703o0581c
58703.53719,-23.312,9.2,-2,16,c,0,0.79,50.1785,10.83256,50.31,6403.63,2.53,2.11,-54.1,-0.352,19.59,21.33,02a58703o0607c
58703.53813,0,0,0,0,c,0,-2,50.17874,10.8326,10118.35,6386.38,2.79,2.53,-64,-0.409,19.63,21.43,02a58703o0609c
58707.57767,0,0,0,0,c,0,-2,51.212,10.96372,711.79,9934.59,2.45,2.1,-48.9,-0.448,19.63,21.36,02a58707o0708c
58707.58703,0,0,0,0,c,0,-2,51.21427,10.964,736.91,9972.74,2.44,2.09,-45.7,-0.463,19.66,21.41,02a58707o0726c
58707.59047,0,0,0,0,c,0,-2,51.21511,10.9641,680.09,9892.89,2.45,2.09,-47.4,-0.445,19.64,21.43,02a58707o0733c
58707.60202,0,0,0,0,c,0,-2,51.21791,10.96445,668.87,10006.95,2.48,2.08,-47.4,-0.439,19.71,21.45,02a58707o0754c
58709.51476,8.44,0.079,1527390,119914,o,0,0,51.68543,11.01733,3313.63,4285.01,3.32,2.88,-10.5,-0.43,17.76,18.61,01a58709o0585o
58709.51801,0,0,0,0,o,0,-2,51.6862,11.01742,3251.46,4205.3,3.21,2.94,-10.6,-0.437,17.67,18.49,01a58709o0592o
58709.52808,0,0,0,0,o,0,-2,51.68858,11.01769,3304.69,4282.74,3.02,2.84,-12.9,-0.453,17.45,18.07,01a58709o0612o
58709.53445,-8.767,0,-1130558,0,o,0,0,51.69009,11.01786,3369.74,4211.87,3.23,2.87,-10.8,-0.437,16.85,17.56,01a58709o0625o
58712.59691,8.381,0.534,1613306,861662,o,0,0,52.40636,11.09044,1644.15,8828.32,3.7,3.61,-45.9,-0.423,16.56,17.39,01a58712o0791o
58712.60049,8.073,0.61,2141569,1306178,o,0,0,52.40716,11.09052,1623.18,8790.42,3.37,3.21,-37.7,-0.474,16.23,17,01a58712o0798o
58712.60603,0,0,0,0,o,0,-2,52.40839,11.09064,1635.26,8824.43,3,2.86,-27.8,-0.49,17.15,17.97,01a58712o0810o
58712.62173,7.731,0.107,2935048,313071,o,0,0,52.41186,11.09098,1692.67,8753.41,3.21,3.08,-37.9,-0.461,17.23,18.14,01a58712o0842o
58719.52744,0,0,0,0,o,0,-2,53.87615,11.19948,7032.35,3666.9,2.43,1.96,32,-0.434,19.11,19.91,02a58719o0519o
58719.53065,0,0,0,0,o,0,-2,53.87676,11.19952,7054.57,3705.01,2.43,1.97,35.2,-0.443,19.13,19.93,02a58719o0526o
58719.54556,0,0,0,0,o,0,-2,53.87961,11.19968,7005.86,3626.76,2.4,2.04,34.9,-0.431,19.16,20,02a58719o0555o
58719.55525,0,0,0,0,o,0,-2,53.88146,11.19979,6985.5,3742.96,2.28,1.94,36.2,-0.42,19.23,20.05,02a58719o0574o
58721.53627,0,0,0,0,o,0,-2,54.25945,11.21688,6446.44,2766.44,1.97,1.9,-74.6,-0.445,19.09,19.95,01a58721o0655o
58721.53957,0,0,0,0,o,0,-2,54.26005,11.21691,6426.58,2727.91,1.98,1.92,-25.4,-0.431,18.85,19.75,01a58721o0662o
58721.55094,0,0,0,0,o,0,-2,54.2621,11.217,6481.58,2805.04,2.09,2,-25.3,-0.433,18.56,19.38,01a58721o0685o
58721.56047,0,0,0,0,o,0,-2,54.26382,11.21707,6497.67,2688.36,2,1.88,-14.3,-0.442,18.62,19.4,01a58721o0704o
58723.54626,0,0,0,0,c,0,-2,54.62247,11.22784,2795.04,7764.85,2.35,2.27,33.1,-0.411,19.74,21.52,02a58723o0556c
58723.54964,0,0,0,0,c,0,-2,54.62305,11.22786,2815.42,7803.74,2.39,2.25,32.6,-0.429,19.73,21.53,02a58723o0563c
58723.56314,0,0,0,0,c,0,-2,54.62534,11.22792,2764.88,7723.84,2.29,2.21,25.6,-0.416,19.76,21.56,02a58723o0590c
58723.5696,0,0,0,0,c,0,-2,54.62643,11.22795,2741.69,7840.83,2.39,2.25,11.8,-0.443,19.62,21.42,02a58723o0602c
58727.4654,8.326,0.002,1696780,3742,c,0,4430.14,55.26899,11.23087,4067.55,7806.75,2.62,2.26,34.2,-0.379,19.38,21.02,02a58727o0445c
58727.47245,8.218,0.002,1873348,3474,c,0,11270.38,55.27005,11.23086,4091.84,7841.84,2.64,2.32,34.1,-0.378,19.5,21.22,02a58727o0458c
58727.48547,8.225,0.002,1861671,3836,c,0,1273.62,55.27201,11.23085,4040.1,7764.8,2.58,2.32,33.4,-0.382,19.56,21.29,02a58727o0484c
58727.49146,7.946,0.002,2408247,4094,c,0,7478.98,55.27291,11.23084,4015.62,7885.77,2.38,2.31,22.8,-0.392,19.6,21.33,02a58727o0496c
58733.45557,0,0,0,0,o,0,-2,56.08929,11.18988,4395.07,773.56,2.65,2.25,0.5,-0.386,18.72,19.99,01a58733o0499o
58733.47238,0,0,0,0,o,0,-2,56.09123,11.18971,4370.76,732.74,2.31,2.18,16.5,-0.404,18.63,19.96,01a58733o0533o
58733.4765,0,0,0,0,o,0,-2,56.09171,11.18966,4430.38,811.17,2.49,2.23,66.5,-0.409,19.03,20.44,01a58733o0541o
58733.48526,0,0,0,0,o,0,-2,56.09271,11.18957,4448.58,695.08,2.46,2.3,48.5,-0.401,19.2,20.67,01a58733o0559o
58737.50895,0,0,0,0,o,0,-2,56.5221,11.13185,5515.74,557.8,2.14,1.95,73.1,-0.413,19.15,19.74,01a58737o0517o
58737.51219,0,0,0,0,o,0,-2,56.52238,11.1318,5496.91,521.71,2.34,2.22,76.8,-0.414,19.03,19.77,01a58737o0524o
58737.51911,0,0,0,0,o,0,-2,56.52299,11.13169,5552.3,597.01,2.06,1.87,75.9,-0.425,19.16,19.78,01a58737o0537o
58737.52923,0,0,0,0,o,0,-2,56.52388,11.13152,5570.6,481.31,1.94,1.86,82.9,-0.424,18.81,19.18,01a58737o0556o
58737.64132,0,0,0,0,o,0,-2,56.53357,11.1296,4995.87,9929.77,2.34,2.06,-81.2,-0.428,18.34,18.32,01a58737o0775o
58738.50232,0,0,0,0,o,0,-2,56.61254,11.11396,388.12,7775.76,2.85,1.65,-49.7,-0.55,14,14.13,02a58738o0621o
58738.50658,0,0,0,0,o,0,-2,56.61289,11.11388,416.38,7822.41,5.49,5.09,-89.3,-0.249,12.46,13.5,02a58738o0630o
58738.52849,0,0,0,0,o,0,-2,56.61467,11.11349,338.07,7851.15,2.12,1.65,-49.1,-0.501,17.23,17.12,02a58738o0675o
58739.52109,0,0,0,0,o,0,-2,56.69854,11.0942,552.3,7814.4,2.12,1.72,-46.9,-0.529,17.58,17.65,02a58739o0652o
58739.54135,0,0,0,0,o,0,-2,56.70005,11.0938,576.23,7856.86,2.03,1.9,6.3,-0.439,18.89,19.4,02a58739o0691o
58739.54466,0,0,0,0,o,0,-2,56.7003,11.09374,519.53,7778.76,2.08,1.74,-44.2,-0.461,18.99,19.41,02a58739o0698o
58739.55122,0,0,0,0,o,0,-2,56.70078,11.09361,504.14,7894.21,1.99,1.74,-44.8,-0.504,18.99,19.43,02a58739o0712o
58750.46217,0,0,0,0,c,0,-2,57.18095,10.79233,9871.86,2206.59,2.49,2.42,-0.5,-0.402,19.64,21.53,02a58750o0513c
58750.46567,0,0,0,0,c,0,-2,57.18095,10.79221,9892.02,2247.01,2.45,2.39,-2.3,-0.402,19.63,21.53,02a58750o0520c
58750.47191,0,0,0,0,c,0,-2,57.18095,10.792,9834.72,2170.16,2.48,2.28,-53.3,-0.413,19.7,21.57,02a58750o0533c
58750.48262,0,0,0,0,c,0,-2,57.18094,10.79164,9814,2288.91,2.47,2.39,13.3,-0.399,19.67,21.61,02a58750o0555c
58752.56077,0,0,0,0,o,0,-2,57.17549,10.71685,8806.9,8218.64,2.43,1.86,-89.5,-0.41,19.71,21.01,01a58752o0635o
58752.56592,0,0,0,0,o,0,-2,57.1754,10.71665,8787.4,8176.84,2.33,1.72,-88.6,-0.403,19.75,21.01,01a58752o0645o
58752.56918,0,0,0,0,o,0,-2,57.17534,10.71653,8846.26,8257.11,2.29,1.69,-81,-0.402,19.73,21.02,01a58752o0652o
58752.57939,0,0,0,0,o,0,-2,57.17515,10.71615,8866.07,8141.27,2.23,1.61,-80.6,-0.431,19.75,21.08,01a58752o0672o
58755.49081,0,0,0,0,c,0,-2,57.11488,10.60259,3512.43,2393.07,2.33,2.25,58.3,-0.403,19.69,21.38,02a58755o0596c
58755.49438,0,0,0,0,c,0,-2,57.11474,10.60245,3531.81,2432.13,2.38,2.28,65,-0.401,19.69,21.39,02a58755o0603c
58755.50144,0,0,0,0,c,0,-2,57.11447,10.60217,3476.69,2356.37,2.33,2.26,67.8,-0.407,19.68,21.41,02a58755o0617c
58755.51247,0,0,0,0,c,0,-2,57.11403,10.60173,3457.49,2475.54,2.32,2.23,55.9,-0.407,19.72,21.41,02a58755o0639c
58756.5632,0,0,0,0,o,0,-2,57.07591,10.55846,8997.72,7913.54,2.44,1.74,-88.9,-0.408,19.75,20.96,01a58756o0784o
58756.56678,0,0,0,0,o,0,-2,57.07574,10.55831,8977.68,7873.48,2.41,1.8,-89.7,-0.415,19.75,21.01,01a58756o0791o
58756.57259,0,0,0,0,o,0,-2,57.07546,10.55806,9036.14,7951.48,2.33,1.77,89.6,-0.414,19.72,21.02,01a58756o0803o
58756.59105,0,0,0,0,o,0,-2,57.07457,10.55729,1402.45,2659.87,2.19,1.96,55.7,-0.424,19.66,20.99,01a58756o0841o
58761.43768,0,0,0,0,o,0,-2,56.79429,10.34285,5519.96,875.42,2.22,2.14,11.7,-0.409,19.26,20.44,01a58761o0477o
58761.44142,0,0,0,0,o,0,-2,56.79398,10.34268,5500.92,836.99,2.09,2.01,20.4,-0.413,19.51,20.63,01a58761o0485o
58761.45436,0,0,0,0,o,0,-2,56.79291,10.34209,5561.44,914.02,2.1,2.03,57.9,-0.416,19.54,20.69,01a58761o0512o
58761.46744,0,0,0,0,o,0,-2,56.79182,10.34149,5582.63,794.54,2.25,2.07,12.5,-0.406,19.49,20.66,01a58761o0539o
58762.56202,0,0,0,0,c,0,-2,56.7031,10.29004,1866.17,2910.7,2.53,2.27,-56.2,-0.416,19.65,21.47,02a58762o0754c
58762.56557,0,0,0,0,c,0,-2,56.70277,10.28988,1845.67,2871.87,2.52,2.23,-56.2,-0.419,19.68,21.47,02a58762o0761c
58762.57294,0,0,0,0,c,0,-2,56.70208,10.28952,1902.65,2948.73,2.44,2.22,-58.9,-0.419,19.7,21.47,02a58762o0775c
58762.58345,0,0,0,0,c,0,-2,56.70111,10.28902,1921.12,2830.68,2.45,2.29,-67.4,-0.414,19.66,21.46,02a58762o0797c
58763.4213,0,0,0,0,o,0,-2,56.62895,10.24889,8491.41,7638.93,2.35,2.07,-56,-0.446,18.96,19.62,02a58763o0354o
58763.42409,0,0,0,0,o,0,-2,56.62868,10.24876,8508.38,7677.35,2.25,2.11,-57.5,-0.447,18.94,19.59,02a58763o0360o
58763.43415,0,0,0,0,o,0,-2,56.6277,10.24828,8449.34,7601.2,2.22,2.11,-68.9,-0.44,19.07,19.8,02a58763o0380o
58763.44464,0,0,0,0,o,0,-2,56.62668,10.24779,8428.28,7719.53,2.15,2.07,88.8,-0.445,19.37,20.15,02a58763o0401o
58763.65099,0,0,0,0,c,0,-2,56.60613,10.23783,2053.73,2793.05,2.44,2.27,48.8,-0.421,17.26,18.03,02a58763o0807c
58765.4731,0,0,0,0,o,0,-2,56.42708,10.14854,6223.19,500.06,1.94,1.87,-75.9,-0.416,19.44,20.14,01a58765o0553o
58765.47601,0,0,0,0,o,0,-2,56.42675,10.1484,6204.8,461.62,1.95,1.89,-77.3,-0.417,19.44,20.16,01a58765o0559o
58765.48508,0,0,0,0,o,0,-2,56.42572,10.14795,6264.06,538.69,1.92,1.86,-70.8,-0.422,19.46,20.2,01a58765o0576o
58765.49841,0,0,0,0,o,0,-2,56.4242,10.1473,6281.12,415.21,2.01,1.91,80.1,-0.427,19.4,20.29,01a58765o0602o
58768.48687,0,0,0,0,o,0,-2,56.07589,9.99577,6604.41,6517.14,3.42,2.61,-0.2,-0.371,18.34,18.98,01a58768o0627o
58768.48981,0,0,0,0,o,0,-2,56.07549,9.99562,6585.84,6477.97,3.16,2.67,-2.6,-0.381,18.39,18.99,01a58768o0633o
58768.49543,0,0,0,0,o,0,-2,56.07472,9.99533,6645.51,6555.91,2.69,2.54,-5.8,-0.394,18.5,19.05,01a58768o0644o
58768.50823,0,0,0,0,o,0,-2,56.07298,9.99468,6668.63,6439.49,2.68,2.54,-4.4,-0.42,18.62,19.19,01a58768o0670o
58769.44996,0,0,0,0,o,0,-2,55.9504,9.94578,6841.42,6414.86,2.33,2.23,-60.4,-0.414,18.53,18.73,01a58769o0548o
58769.45543,0,0,0,0,o,0,-2,55.94963,9.9455,6823.74,6375.97,2.31,2.26,-65.2,-0.417,18.55,18.75,01a58769o0559o
58769.46132,0,0,0,0,o,0,-2,55.94879,9.9452,6883.22,6453.03,2.24,2.13,-72.8,-0.415,18.62,18.83,01a58769o0571o
58769.47407,0,0,0,0,o,0,-2,55.94698,9.94454,6905.14,6335.92,2.17,2.05,-85.5,-0.42,18.69,18.89,01a58769o0597o
58775.51768,0,0,0,0,o,0,-2,55.01206,9.62162,8719.27,7748.8,2.22,2.04,46.4,-0.466,18.35,18.78,02a58775o0666o
58775.52282,0,0,0,0,o,0,-2,55.01112,9.62134,1812.72,2770.45,1.98,1.95,39.2,-0.451,17.94,18.12,02a58775o0676o
58775.53296,0,0,0,0,o,0,-2,55.00926,9.62079,8758.62,7789.57,2.26,2.14,49.3,-0.436,18.86,19.38,02a58775o0696o
58775.53681,0,0,0,0,o,0,-2,55.00855,9.62058,8773.75,7670.03,2.5,2.03,41.1,-0.423,18.5,18.91,02a58775o0703o
58777.5318,0,0,0,0,o,0,-2,54.64791,9.5118,733.17,7334.23,2.64,2.26,84.6,-0.392,19.34,20.33,01a58777o0723o
58777.53467,0,0,0,0,o,0,-2,54.64735,9.51164,751.98,7373.22,2.63,2.24,86,-0.393,19.38,20.34,01a58777o0729o
58777.54007,0,0,0,0,o,0,-2,54.64629,9.51135,691.69,7295.26,2.66,2.24,82.7,-0.401,19.37,20.37,01a58777o0739o
58777.5564,0,0,0,0,o,0,-2,54.6431,9.51045,667.81,7411.11,2.78,2.14,84.8,-0.399,19.44,20.42,01a58777o0771o
58778.51234,0,0,0,0,o,0,-2,54.46199,9.45815,414.59,9361.6,2.75,1.61,-52,-0.492,19.42,20.28,02a58778o0616o
58778.51835,0,0,0,0,o,0,-2,54.46078,9.45782,10065.93,1079.56,2.44,1.61,-53,-0.522,19.38,20.25,02a58778o0628o
58778.52438,0,0,0,0,o,0,-2,54.45956,9.45749,10122.99,1157.92,2.48,1.64,-52.5,-0.504,19.35,20.21,02a58778o0640o
58778.53414,0,0,0,0,o,0,-2,54.45759,9.45696,10148.87,1039.36,2.44,1.63,-51.5,-0.515,19.48,20.42,02a58778o0660o
58779.50853,0,0,0,0,o,0,-2,54.2672,9.40366,40.53,9464.64,2.41,1.7,-48.6,-0.437,19.57,20.79,02a58779o0673o
58779.52261,0,0,0,0,o,0,-2,54.26427,9.40289,10447.1,971.85,2.35,1.58,-54.6,-0.514,19.59,20.73,02a58779o0701o
58780.37756,0,0,0,0,o,0,-2,54.09373,9.35614,688.49,2852.34,1.81,1.7,64.8,-0.409,19.73,20.75,01a58780o0334o
58780.38508,0,0,0,0,o,0,-2,54.09215,9.35573,671.53,2813.38,2,1.7,76,-0.416,19.72,20.76,01a58780o0349o
58780.38847,0,0,0,0,o,0,-2,54.09143,9.35555,731.3,2893.13,2.33,1.75,78.6,-0.425,19.67,20.8,01a58780o0356o
58780.39999,0,0,0,0,o,0,-2,54.089,9.35493,753.69,2772.83,1.95,1.64,74.9,-0.424,19.78,20.88,01a58780o0380o
58781.4809,0,0,0,0,o,0,-2,53.8653,9.29602,9377.49,7711.69,2.66,1.93,-84.8,-0.404,19.6,20.9,01a58781o0501o
58781.48618,0,0,0,0,o,0,-2,53.86415,9.29573,9394.52,7748.3,2.56,1.89,-84.9,-0.408,19.61,20.89,01a58781o0511o
